family,ticker,label,date,value,method,source,n_items,coverage_weight,status
IVE,IVE,iShares S&P 500 Value ETF,2026-04-23,0.041862112147007684,P/E estimate,Yahoo Finance,,,available
IVV,IVV,iShares Core S&P 500 ETF,2026-04-23,0.03559836852677042,P/E estimate,Yahoo Finance,,,available
IVW,IVW,iShares S&P 500 Growth ETF,2026-04-23,0.030288660628157743,P/E estimate,Yahoo Finance,,,available
IWD,IWD,iShares Russell 1000 Value ETF,2026-04-23,0.04474781474046714,P/E estimate,Yahoo Finance,,,available
IYW,IYW,iShares U.S. Technology ETF,2026-04-23,0.02749881452610578,P/E estimate,Yahoo Finance,,,available
SPY,SPY,State Street SPDR S&P 500 ETF,2026-04-23,1.0,P/E estimate,Provider page,,,available
