family,ticker,label,date,value,method,source,n_items,coverage_weight,status
IVE,IVE,iShares S&P 500 Value ETF,2026-04-22,0.04199331164126827,P/E estimate,Yahoo Finance,,,available
IVV,IVV,iShares Core S&P 500 ETF,2026-04-22,0.0354578783984116,P/E estimate,Yahoo Finance,,,available
IVW,IVW,iShares S&P 500 Growth ETF,2026-04-22,0.029985938094330665,P/E estimate,Yahoo Finance,,,available
IWD,IWD,iShares Russell 1000 Value ETF,2026-04-22,0.04493348047550406,P/E estimate,Yahoo Finance,,,available
IYW,IYW,iShares U.S. Technology ETF,2026-04-22,0.02716877091061434,P/E estimate,Yahoo Finance,,,available
SPY,SPY,State Street SPDR S&P 500 ETF,2026-04-22,1.0,P/E estimate,Provider page,,,available
