date,family,value,method,n_firms,source_file,label,yyyymm,year
2025-12-01,all_market,0.0756695106214855,ICC calculation,3185,data/202512/icc_live_usall_2025_1201.csv,all_market,202512,2025
2025-12-02,all_market,0.07559060667262835,ICC calculation,3186,data/202512/icc_live_usall_2025_1202.csv,all_market,202512,2025
2025-12-03,all_market,0.07529966277774987,ICC calculation,3188,data/202512/icc_live_usall_2025_1203.csv,all_market,202512,2025
2025-12-04,all_market,0.0753210781161116,ICC calculation,3190,data/202512/icc_live_usall_2025_1204.csv,all_market,202512,2025
2025-12-05,all_market,0.07531879922144602,ICC calculation,3192,data/202512/icc_live_usall_2025_1205.csv,all_market,202512,2025
2025-12-08,all_market,0.07563049794168546,ICC calculation,3191,data/202512/icc_live_usall_2025_1208.csv,all_market,202512,2025
2025-12-09,all_market,0.07566680667618703,ICC calculation,3193,data/202512/icc_live_usall_2025_1209.csv,all_market,202512,2025
2025-12-10,all_market,0.07602759516816808,ICC calculation,3213,data/202512/icc_live_usall_2025_1210.csv,all_market,202512,2025
2025-12-11,all_market,0.07590050860682938,ICC calculation,3214,data/202512/icc_live_usall_2025_1211.csv,all_market,202512,2025
2025-12-12,all_market,0.07658692014125933,ICC calculation,3210,data/202512/icc_live_usall_2025_1212.csv,all_market,202512,2025
2025-12-15,all_market,0.07669034746055634,ICC calculation,3210,data/202512/icc_live_usall_2025_1215.csv,all_market,202512,2025
2025-12-16,all_market,0.07687081387760814,ICC calculation,3208,data/202512/icc_live_usall_2025_1216.csv,all_market,202512,2025
2025-12-17,all_market,0.07752493868476357,ICC calculation,3205,data/202512/icc_live_usall_2025_1217.csv,all_market,202512,2025
2025-12-18,all_market,0.07715568641416702,ICC calculation,3202,data/202512/icc_live_usall_2025_1218.csv,all_market,202512,2025
2025-12-19,all_market,0.07693298727002962,ICC calculation,3202,data/202512/icc_live_usall_2025_1219.csv,all_market,202512,2025
2025-12-22,all_market,0.07679362442370781,ICC calculation,3203,data/202512/icc_live_usall_2025_1222.csv,all_market,202512,2025
2025-12-23,all_market,0.0766851400129024,ICC calculation,3203,data/202512/icc_live_usall_2025_1223.csv,all_market,202512,2025
2025-12-24,all_market,0.07652809579846252,ICC calculation,3202,data/202512/icc_live_usall_2025_1224.csv,all_market,202512,2025
2025-12-25,all_market,0.07652563977569517,ICC calculation,3198,data/202512/icc_live_usall_2025_1225.csv,all_market,202512,2025
2025-12-26,all_market,0.07658182738464599,ICC calculation,3197,data/202512/icc_live_usall_2025_1226.csv,all_market,202512,2025
2025-12-29,all_market,0.07674541547855644,ICC calculation,3197,data/202512/icc_live_usall_2025_1229.csv,all_market,202512,2025
2025-12-30,all_market,0.07680899931446057,ICC calculation,3197,data/202512/icc_live_usall_2025_1230.csv,all_market,202512,2025
2025-12-31,all_market,0.07717299134519885,ICC calculation,3197,data/202512/icc_live_usall_2025_1231.csv,all_market,202512,2025
2025-12-01,sp500,0.06735404414863305,ICC calculation,501,data/202512/icc_live_sp500_2025_1201.csv,sp500,202512,2025
2025-12-02,sp500,0.0673114017076002,ICC calculation,502,data/202512/icc_live_sp500_2025_1202.csv,sp500,202512,2025
