date,etf,ticker,weight,icc
2026-09-18,SPY,NVDA,0.08070000000000001,0.1879546078664414
2026-09-18,SPY,AAPL,0.0751,0.0379575418420053
2026-09-18,SPY,MSFT,0.056100000000000004,0.0768232057048744
2026-09-18,SPY,AMZN,0.0373,0.0389039652989169
2026-09-18,SPY,GOOGL,0.030899999999999997,0.0439623304913977
2026-09-18,SPY,AVGO,0.025,0.1676144484742271
2026-09-18,SPY,GOOG,0.024700000000000003,0.0444572982642026
2026-09-18,SPY,META,0.0227,0.0561347546061606
2026-09-18,SPY,MU,0.0167,0.2474731617858555
2026-09-18,SPY,TSLA,0.015700000000000002,0.0189924805579951
2026-09-18,SPY,JPM,0.014199999999999999,0.0629663708276738
2026-09-18,SPY,BRK-B,0.014199999999999999,0.0352586745380237
2026-09-18,SPY,LLY,0.0138,0.0847259682674307
2026-09-18,SPY,AMD,0.013500000000000002,0.1141550796733698
2026-09-18,SPY,XOM,0.0103,0.0570879003992413
2026-09-18,SPY,JNJ,0.009899999999999999,0.0638220320465926
2026-09-18,SPY,V,0.009300000000000001,0.0588693703547929
2026-09-18,SPY,INTC,0.008199999999999999,0.0562498590529921
2026-09-18,SPY,WMT,0.0070999999999999995,0.0462757916304066
2026-09-18,SPY,ABBV,0.0070999999999999995,0.0921991125491647
2026-09-18,SPY,MA,0.0069,0.0620571053604591
2026-09-18,SPY,CSCO,0.0066,0.0624024199041961
2026-09-18,SPY,PLTR,0.0060999999999999995,0.051681178512795
2026-09-18,SPY,COST,0.006,0.0378041845392792
2026-09-18,SPY,CVX,0.006,0.0628306135827522
2026-09-18,IVV,NVDA,0.0796,0.1879546078664414
2026-09-18,IVV,AAPL,0.075,0.0379575418420053
2026-09-18,IVV,MSFT,0.055999999999999994,0.0768232057048744
2026-09-18,IVV,AMZN,0.037000000000000005,0.0389039652989169
2026-09-18,IVV,GOOGL,0.030899999999999997,0.0439623304913977
2026-09-18,IVV,AVGO,0.024700000000000003,0.1676144484742271
2026-09-18,IVV,GOOG,0.024700000000000003,0.0444572982642026
2026-09-18,IVV,META,0.0227,0.0561347546061606
2026-09-18,IVV,MU,0.0161,0.2474731617858555
2026-09-18,IVV,TSLA,0.0155,0.0189924805579951
2026-09-18,IVV,BRK-B,0.0146,0.0352586745380237
2026-09-18,IVV,JPM,0.0144,0.0629663708276738
2026-09-18,IVV,LLY,0.0138,0.0847259682674307
2026-09-18,IVV,AMD,0.0128,0.1141550796733698
2026-09-18,IVV,XOM,0.0104,0.0570879003992413
2026-09-18,IVV,JNJ,0.009899999999999999,0.0638220320465926
2026-09-18,IVV,V,0.0095,0.0588693703547929
2026-09-18,IVV,INTC,0.0077,0.0562498590529921
2026-09-18,IVV,WMT,0.0072,0.0462757916304066
2026-09-18,IVV,ABBV,0.0070999999999999995,0.0921991125491647
2026-09-18,IVV,MA,0.006999999999999999,0.0620571053604591
2026-09-18,IVV,CSCO,0.006500000000000001,0.0624024199041961
2026-09-18,IVV,PLTR,0.0062,0.051681178512795
2026-09-18,IVV,COST,0.0060999999999999995,0.0378041845392792
2026-09-18,IVV,CVX,0.0060999999999999995,0.0628306135827522
2026-09-18,VOO,NVDA,0.0808,0.1879546078664414
2026-09-18,VOO,AAPL,0.0703,0.0379575418420053
2026-09-18,VOO,MSFT,0.057,0.0768232057048744
2026-09-18,VOO,AMZN,0.0384,0.0389039652989169
2026-09-18,VOO,GOOGL,0.0301,0.0439623304913977
2026-09-18,VOO,AVGO,0.0265,0.1676144484742271
2026-09-18,VOO,GOOG,0.024,0.0444572982642026
2026-09-18,VOO,META,0.019,0.0561347546061606
2026-09-18,VOO,MU,0.0163,0.2474731617858555
2026-09-18,VOO,TSLA,0.015700000000000002,0.0189924805579951
2026-09-18,VOO,JPM,0.0144,0.0629663708276738
2026-09-18,VOO,BRK-B,0.013999999999999999,0.0352586745380237
2026-09-18,VOO,LLY,0.0138,0.0847259682674307
2026-09-18,VOO,AMD,0.0116,0.1141550796733698
2026-09-18,VOO,XOM,0.0101,0.0570879003992413
2026-09-18,VOO,JNJ,0.0097,0.0638220320465926
2026-09-18,VOO,V,0.009300000000000001,0.0588693703547929
2026-09-18,VOO,MA,0.0072,0.0620571053604591
2026-09-18,VOO,WMT,0.0069,0.0462757916304066
2026-09-18,VOO,ABBV,0.0068000000000000005,0.0921991125491647
2026-09-18,VOO,INTC,0.0067,0.0562498590529921
2026-09-18,VOO,CSCO,0.0066,0.0624024199041961
2026-09-18,VOO,PLTR,0.006500000000000001,0.051681178512795
2026-09-18,VOO,COST,0.0063,0.0378041845392792
2026-09-18,VOO,BAC,0.0060999999999999995,0.1042306792570882
2026-09-18,VTI,NVDA,0.0687,0.1879546078664414
2026-09-18,VTI,AAPL,0.063,0.0379575418420053
2026-09-18,VTI,MSFT,0.051,0.0768232057048744
2026-09-18,VTI,AMZN,0.0341,0.0389039652989169
2026-09-18,VTI,GOOGL,0.027000000000000003,0.0439623304913977
2026-09-18,VTI,AVGO,0.023700000000000002,0.1676144484742271
2026-09-18,VTI,GOOG,0.0212,0.0444572982642026
2026-09-18,VTI,META,0.017,0.0561347546061606
2026-09-18,VTI,MU,0.0146,0.2474731617858555
2026-09-18,VTI,TSLA,0.013999999999999999,0.0189924805579951
2026-09-18,VTI,LLY,0.013300000000000001,0.0847259682674307
2026-09-18,VTI,JPM,0.0129,0.0629663708276738
2026-09-18,VTI,BRK-B,0.0123,0.0352586745380237
2026-09-18,VTI,AMD,0.0104,0.1141550796733698
2026-09-18,VTI,XOM,0.009000000000000001,0.0570879003992413
2026-09-18,VTI,JNJ,0.0087,0.0638220320465926
2026-09-18,VTI,V,0.0085,0.0588693703547929
2026-09-18,VTI,MA,0.0063,0.0620571053604591
2026-09-18,VTI,WMT,0.0062,0.0462757916304066
2026-09-18,VTI,ABBV,0.0060999999999999995,0.0921991125491647
2026-09-18,VTI,COST,0.005699999999999999,0.0378041845392792
2026-09-18,VTI,PLTR,0.0055000000000000005,0.051681178512795
2026-09-18,VTI,BAC,0.0054,0.1042306792570882
2026-09-18,VTI,CSCO,0.0053,0.0624024199041961
2026-09-18,VTI,CVX,0.0053,0.0628306135827522
2026-09-18,QQQ,NVDA,0.08460000000000001,0.1879546078664414
2026-09-18,QQQ,AAPL,0.0789,0.0379575418420053
2026-09-18,QQQ,MSFT,0.058899999999999994,0.0768232057048744
2026-09-18,QQQ,MU,0.048499999999999995,0.2474731617858555
2026-09-18,QQQ,AMZN,0.0431,0.0389039652989169
2026-09-18,QQQ,AMD,0.0391,0.1141550796733698
2026-09-18,QQQ,GOOGL,0.0322,0.0439623304913977
2026-09-18,QQQ,META,0.0322,0.0561347546061606
2026-09-18,QQQ,GOOG,0.029900000000000003,0.0444572982642026
2026-09-18,QQQ,TSLA,0.0292,0.0189924805579951
2026-09-18,QQQ,AVGO,0.0262,0.1676144484742271
2026-09-18,QQQ,INTC,0.0241,0.0562498590529921
2026-09-18,QQQ,WMT,0.0229,0.0462757916304066
2026-09-18,QQQ,CSCO,0.0191,0.0624024199041961
2026-09-18,QQQ,PLTR,0.0178,0.051681178512795
2026-09-18,QQQ,COST,0.0174,0.0378041845392792
2026-09-18,QQQ,LRCX,0.0148,0.0727913413082758
2026-09-18,QQQ,AMAT,0.0146,0.109682827381823
2026-09-18,QQQ,NFLX,0.013999999999999999,0.0535372156475416
2026-09-18,QQQ,PANW,0.013500000000000002,0.0129098791926004
2026-09-18,QQQ,SPCX,0.0131,0.0105340782803505
2026-09-18,QQQ,CRWD,0.011000000000000001,0.0231090844106608
2026-09-18,QQQ,SNDK,0.0105,0.15086196764905
2026-09-18,QQQ,TXN,0.0103,0.0721737373417653
2026-09-18,QQQ,KLAC,0.0097,0.0707872009559095
2026-09-18,DIA,GS,0.10890000000000001,0.0740535666229792
2026-09-18,DIA,CAT,0.09140000000000001,0.0683001316903692
2026-09-18,DIA,MSFT,0.057,0.0768232057048744
2026-09-18,DIA,AMGN,0.0435,0.0680491292441816
2026-09-18,DIA,TRV,0.0434,0.0634168093648791
2026-09-18,DIA,UNH,0.043,0.0846333780443789
2026-09-18,DIA,V,0.0424,0.0588693703547929
2026-09-18,DIA,JPM,0.04,0.0629663708276738
2026-09-18,DIA,GOOGL,0.0398,0.0439623304913977
2026-09-18,DIA,AAPL,0.038599999999999995,0.0379575418420053
2026-09-18,DIA,SHW,0.036699999999999997,0.0596634254626941
2026-09-18,DIA,AXP,0.0356,0.0821902199466223
2026-09-18,DIA,HD,0.0346,0.0648415926483009
2026-09-18,DIA,JNJ,0.030899999999999997,0.0638220320465926
2026-09-18,DIA,AMZN,0.0288,0.0389039652989169
2026-09-18,DIA,MCD,0.028399999999999998,0.0703769046939651
2026-09-18,DIA,CRM,0.0278,0.0512128802865438
2026-09-18,DIA,IBM,0.027200000000000002,0.0675744010467337
2026-09-18,DIA,NVDA,0.025099999999999997,0.1879546078664414
2026-09-18,DIA,CVX,0.0242,0.0628306135827522
2026-09-18,DIA,HON,0.0236,0.0806026741199569
2026-09-18,DIA,BA,0.0226,0.0254822546787109
2026-09-18,DIA,MMM,0.0189,0.070907547901223
2026-09-18,DIA,PG,0.0169,0.0604026576977821
2026-09-18,DIA,MRK,0.0168,0.1688166897630202
2026-09-18,IWM,MOG-A,0.0034000000000000002,0.0358569270323093
2026-09-18,IWM,FROG,0.0034000000000000002,0.0268978566952941
2026-09-18,IWM,UMBF,0.0033,0.0855990476003211
2026-09-18,IWM,BTSG,0.0032,0.0742185321024875
2026-09-18,IWM,GKOS,0.0031,0.01
2026-09-18,IWM,SM,0.0031,0.1145341827443878
2026-09-18,IWM,EAT,0.003,0.0759405723106213
2026-09-18,IWM,FCFS,0.003,0.0810136704153129
2026-09-18,IWM,VSAT,0.003,0.0244809615509264
2026-09-18,IWM,ONB,0.003,0.1105537626785232
2026-09-18,IWM,KRYS,0.0029,0.0509199082909669
2026-09-18,IWM,PTGX,0.0029,0.0294535248170733
2026-09-18,IWM,TXG,0.0029,0.0264810473017957
2026-09-18,IWM,CTRE,0.0029,0.0521884169290628
2026-09-18,IWM,IDCC,0.0029,0.032299598247964
2026-09-18,IWM,JXN,0.0028000000000000004,0.1763123927242208
2026-09-18,IWM,RHP,0.0027,0.068743758251848
2026-09-18,IWM,HQY,0.0027,0.0766889064664596
2026-09-18,IWM,TGTX,0.0027,0.1272880424278899
2026-09-18,IWM,OSCR,0.0026,0.0806957318575808
2026-09-18,IWM,SSRM,0.0026,0.197909350274799
2026-09-18,IJR,CORT,0.0062,0.1375105100805668
2026-09-18,IJR,MTCH,0.0059,0.117986615895851
2026-09-18,IJR,VSAT,0.005600000000000001,0.0244809615509264
2026-09-18,IJR,GKOS,0.0055000000000000005,0.01
2026-09-18,IJR,JXN,0.0055000000000000005,0.1763123927242208
2026-09-18,IJR,PAYC,0.0054,0.0807255754111016
2026-09-18,IJR,QRVO,0.0053,0.0582460019097993
2026-09-18,IJR,EAT,0.0052,0.0759405723106213
2026-09-18,IJR,SM,0.005,0.1145341827443878
2026-09-18,IJR,PTGX,0.005,0.0294535248170733
2026-09-18,IJR,KMX,0.0048,0.0709914308944282
2026-09-18,IJR,RHP,0.004699999999999999,0.068743758251848
2026-09-18,IJR,FORM,0.004699999999999999,0.0447243678181595
2026-09-18,IJR,ALKS,0.0044,0.1018170890566719
2026-09-18,IJR,RAL,0.0044,0.0703708253542138
2026-09-18,IJR,EMN,0.0043,0.1125480903930685
2026-09-18,IJR,TGTX,0.0042,0.1272880424278899
2026-09-18,IJR,ESI,0.0042,0.0868099300050622
2026-09-18,IJR,CAG,0.0042,0.1262459380969552
2026-09-18,IJR,LNC,0.0042,0.1557724693839198
2026-09-18,IJR,SNEX,0.0040999999999999995,0.053549922576908
2026-09-18,IJR,MATX,0.0040999999999999995,0.0615832284957648
2026-09-18,IJR,ACA,0.0040999999999999995,0.0599736837597395
2026-09-18,IJR,MSGS,0.0040999999999999995,0.01
2026-09-18,MDY,TWLO,0.010700000000000001,0.0440945179728179
2026-09-18,MDY,ILMN,0.0106,0.0406891423383347
2026-09-18,MDY,P,0.009399999999999999,0.0704117823246622
