date,etf,ticker,weight,icc
2026-09-24,SPY,NVDA,0.08220000000000001,0.1870550200993977
2026-09-24,SPY,AAPL,0.0741,0.0379732558900393
2026-09-24,SPY,MSFT,0.055999999999999994,0.0773294818334828
2026-09-24,SPY,AMZN,0.0368,0.0393266967888879
2026-09-24,SPY,GOOGL,0.0298,0.0446964957220711
2026-09-24,SPY,AVGO,0.0254,0.169266416870896
2026-09-24,SPY,META,0.024700000000000003,0.0520229682240173
2026-09-24,SPY,GOOG,0.024,0.0450288372033192
2026-09-24,SPY,MU,0.0182,0.2414366923383047
2026-09-24,SPY,TSLA,0.0161,0.0187698365385398
2026-09-24,SPY,AMD,0.0151,0.1072570783883027
2026-09-24,SPY,BRK-B,0.014199999999999999,0.0354701768658899
2026-09-24,SPY,LLY,0.0139,0.0836177222987534
2026-09-24,SPY,JPM,0.013500000000000002,0.0654435844432393
2026-09-24,SPY,XOM,0.01,0.0576662236702175
2026-09-24,SPY,JNJ,0.0098,0.0602442024953574
2026-09-24,SPY,V,0.009300000000000001,0.0589052002814953
2026-09-24,SPY,INTC,0.0092,0.0504002506370336
2026-09-24,SPY,WMT,0.0074,0.0459540988387817
2026-09-24,SPY,ABBV,0.0070999999999999995,0.0919121523605664
2026-09-24,SPY,MA,0.0068000000000000005,0.0619921491720342
2026-09-24,SPY,PLTR,0.0066,0.0487743709874307
2026-09-24,SPY,CSCO,0.0063,0.0643116692918474
2026-09-24,SPY,CVX,0.0060999999999999995,0.0639038789049355
2026-09-24,SPY,COST,0.006,0.0377961972283144
2026-09-24,IVV,NVDA,0.0827,0.1870550200993977
2026-09-24,IVV,AAPL,0.07400000000000001,0.0379732558900393
2026-09-24,IVV,MSFT,0.0552,0.0773294818334828
2026-09-24,IVV,AMZN,0.0374,0.0393266967888879
2026-09-24,IVV,GOOGL,0.0308,0.0446964957220711
2026-09-24,IVV,AVGO,0.0259,0.169266416870896
2026-09-24,IVV,GOOG,0.0246,0.0450288372033192
2026-09-24,IVV,META,0.0242,0.0520229682240173
2026-09-24,IVV,MU,0.018500000000000003,0.2414366923383047
2026-09-24,IVV,TSLA,0.0159,0.0187698365385398
2026-09-24,IVV,AMD,0.0152,0.1072570783883027
2026-09-24,IVV,BRK-B,0.013999999999999999,0.0354701768658899
2026-09-24,IVV,LLY,0.013999999999999999,0.0836177222987534
2026-09-24,IVV,JPM,0.013500000000000002,0.0654435844432393
