date,ticker,label,category,icc,coverage_weight,n_holdings,n_matched,method,holding_source,status
2026-09-18,SPY,SPDR S&P 500 ETF Trust,Broad Market,0.06597240588241199,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-09-18,IVV,iShares Core S&P 500 ETF,Broad Market,0.0656009041002211,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-09-18,VOO,Vanguard S&P 500 ETF,Broad Market,0.06716353448348346,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-09-18,VTI,Vanguard Total Stock Market ETF,Broad Market,0.08030502178218096,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-09-18,QQQ,Invesco QQQ Trust,Growth / Nasdaq,0.06441348779488432,0.9999999999999998,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-09-18,DIA,SPDR Dow Jones Industrial Average ETF,Index,0.0696466643278361,0.9999999999999999,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-09-18,IWM,iShares Russell 2000 ETF,Small Cap,0.07253868520974661,0.8044041450777203,25,21,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-09-18,IJR,iShares Core S&P Small-Cap ETF,Small Cap,0.08278209090781237,0.9980922650017343,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-09-18,MDY,SPDR S&P MidCap 400 ETF Trust,Mid Cap,0.06693191017320368,0.9189511323003574,25,23,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-09-18,VUG,Vanguard Growth ETF,Style,0.06640194728896279,0.9999999999999999,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-09-18,VTV,Vanguard Value ETF,Style,0.07792654906203347,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-09-18,IWF,iShares Russell 1000 Growth ETF,Style,0.06501529129965976,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-09-18,IWD,iShares Russell 1000 Value ETF,Style,0.07360086906089389,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-09-18,XLK,Technology Select Sector SPDR Fund,Sector,0.08047318312015049,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-09-18,XLF,Financial Select Sector SPDR Fund,Sector,0.08155640966005599,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-09-18,XLV,Health Care Select Sector SPDR Fund,Sector,0.07617651181512831,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-09-18,XLY,Consumer Discretionary Select Sector SPDR Fund,Sector,0.08409714417473797,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-09-18,XLP,Consumer Staples Select Sector SPDR Fund,Sector,0.06431365314881649,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-09-18,XLE,Energy Select Sector SPDR Fund,Sector,0.0664416112828698,0.8017633620933788,22,21,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-09-18,XLI,Industrial Select Sector SPDR Fund,Sector,0.08201211654387196,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-09-18,XLB,Materials Select Sector SPDR Fund,Sector,0.12281375041467697,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-09-18,XLU,Utilities Select Sector SPDR Fund,Sector,0.07626580952021159,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-09-18,XLRE,Real Estate Select Sector SPDR Fund,Sector,0.05846457729489092,0.9999999999999999,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-09-18,XLC,Communication Services Select Sector SPDR Fund,Sector,0.0908762794971922,0.8668023586458737,25,23,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-09-18,SMH,VanEck Semiconductor ETF,Theme,0.09623012259664593,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation
2026-09-18,XBI,SPDR S&P Biotech ETF,Theme,0.08832871784372155,0.44107575644669644,25,10,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate
