family,ticker,label,date,value,method,source,n_items,coverage_weight,status
IVE,IVE,iShares S&P 500 Value ETF,2026-04-27,0.042012397186211296,P/E estimate,Yahoo Finance,,,available
IVV,IVV,iShares Core S&P 500 ETF,2026-04-27,0.035263442600636574,P/E estimate,Yahoo Finance,,,available
IVW,IVW,iShares S&P 500 Growth ETF,2026-04-27,0.02966190529807901,P/E estimate,Yahoo Finance,,,available
IWD,IWD,iShares Russell 1000 Value ETF,2026-04-27,0.044712440878975045,P/E estimate,Yahoo Finance,,,available
IYW,IYW,iShares U.S. Technology ETF,2026-04-27,0.02663514982657987,P/E estimate,Yahoo Finance,,,available
SPY,SPY,State Street SPDR S&P 500 ETF,2026-04-27,1.0,P/E estimate,Provider page,,,available
