date,family,label,value,method,n_firms,yyyymm,year
2025-11-12,Basic Materials,Basic Materials,0.09390468407991108,ICC calculation,159.0,202511,2025
2025-11-12,Communication Services,Communication Services,0.06136471439555252,ICC calculation,159.0,202511,2025
2025-11-12,Consumer Cyclical,Consumer Cyclical,0.08040119247933036,ICC calculation,391.0,202511,2025
2025-11-12,Consumer Defensive,Consumer Defensive,0.06701128490009503,ICC calculation,157.0,202511,2025
2025-11-12,Energy,Energy,0.09788156726163043,ICC calculation,186.0,202511,2025
2025-11-12,Financial Services,Financial Services,0.08677483956972394,ICC calculation,625.0,202511,2025
2025-11-12,Healthcare,Healthcare,0.07955574088398634,ICC calculation,311.0,202511,2025
2025-11-12,Industrials,Industrials,0.06673771629635739,ICC calculation,434.0,202511,2025
2025-11-12,Real Estate,Real Estate,0.06737888373228346,ICC calculation,180.0,202511,2025
2025-11-12,Technology,Technology,0.06816201198848981,ICC calculation,486.0,202511,2025
2025-11-12,Utilities,Utilities,0.08170182633712487,ICC calculation,90.0,202511,2025
