date,family,label,value,method,n_firms,yyyymm,year
2025-11-28,Basic Materials,Basic Materials,0.09458724528864364,ICC calculation,159.0,202511,2025
2025-11-28,Communication Services,Communication Services,0.05847491985482143,ICC calculation,160.0,202511,2025
2025-11-28,Consumer Cyclical,Consumer Cyclical,0.08076901044071406,ICC calculation,390.0,202511,2025
2025-11-28,Consumer Defensive,Consumer Defensive,0.06585566040538396,ICC calculation,158.0,202511,2025
2025-11-28,Energy,Energy,0.09738940433567828,ICC calculation,185.0,202511,2025
2025-11-28,Financial Services,Financial Services,0.08681286724060583,ICC calculation,629.0,202511,2025
2025-11-28,Healthcare,Healthcare,0.07826227190362725,ICC calculation,314.0,202511,2025
2025-11-28,Industrials,Industrials,0.0681235266611869,ICC calculation,434.0,202511,2025
2025-11-28,Real Estate,Real Estate,0.06406659000291177,ICC calculation,180.0,202511,2025
2025-11-28,Technology,Technology,0.07337608840342255,ICC calculation,486.0,202511,2025
2025-11-28,Utilities,Utilities,0.08068714200641974,ICC calculation,92.0,202511,2025
