date,sector,vw_icc,ew_icc,n_firms,total_mktcap
2025-11-25,Technology,0.07445750237892804,0.08604624303895414,486.0,25470305479072.0
2025-11-25,Financial Services,0.08836509298719025,0.1204667350113725,629.0,13660863284444.0
2025-11-25,Communication Services,0.059140958961422206,0.12347923034426474,160.0,12103205063834.0
2025-11-25,Consumer Cyclical,0.08136953352450349,0.11272076692432696,390.0,8959229564962.0
2025-11-25,Healthcare,0.0790686387146853,0.08903617552237854,313.0,7854199053283.0
2025-11-25,Industrials,0.06819747324878203,0.09566687780963037,433.0,6363277412897.0
2025-11-25,Consumer Defensive,0.06746755031866308,0.10958779593760638,158.0,4114743945586.0
2025-11-25,Energy,0.09817438961994342,0.12278557363599923,185.0,3504120270238.0
2025-11-25,Basic Materials,0.09628428804561687,0.11907762644728713,159.0,2278287834006.0
2025-11-25,Utilities,0.08197280664729298,0.09144963387369012,91.0,1777247824048.0
2025-11-25,Real Estate,0.06402747321269084,0.09300064359081325,180.0,1613378327354.0
