date,family,label,value,method,n_firms,yyyymm,year
2025-11-18,Basic Materials,Basic Materials,0.09657377264191135,ICC calculation,159.0,202511,2025
2025-11-18,Communication Services,Communication Services,0.062152344373461385,ICC calculation,160.0,202511,2025
2025-11-18,Consumer Cyclical,Consumer Cyclical,0.08322880243563176,ICC calculation,391.0,202511,2025
2025-11-18,Consumer Defensive,Consumer Defensive,0.06772509108068961,ICC calculation,157.0,202511,2025
2025-11-18,Energy,Energy,0.09660100249620125,ICC calculation,186.0,202511,2025
2025-11-18,Financial Services,Financial Services,0.08892106893879567,ICC calculation,630.0,202511,2025
2025-11-18,Healthcare,Healthcare,0.07997985677449165,ICC calculation,310.0,202511,2025
2025-11-18,Industrials,Industrials,0.06830713269253234,ICC calculation,434.0,202511,2025
2025-11-18,Real Estate,Real Estate,0.06611284283152112,ICC calculation,180.0,202511,2025
2025-11-18,Technology,Technology,0.07140077496780611,ICC calculation,487.0,202511,2025
2025-11-18,Utilities,Utilities,0.07994789291574618,ICC calculation,90.0,202511,2025
