date,family,label,value,method,n_firms,yyyymm,year
2025-11-06,Basic Materials,Basic Materials,0.09652361901514844,ICC calculation,159.0,202511,2025
2025-11-06,Communication Services,Communication Services,0.060287839210267646,ICC calculation,158.0,202511,2025
2025-11-06,Consumer Cyclical,Consumer Cyclical,0.08177010395952387,ICC calculation,393.0,202511,2025
2025-11-06,Consumer Defensive,Consumer Defensive,0.0681161042619353,ICC calculation,156.0,202511,2025
2025-11-06,Energy,Energy,0.09849383736000437,ICC calculation,187.0,202511,2025
2025-11-06,Financial Services,Financial Services,0.0870540361250103,ICC calculation,624.0,202511,2025
2025-11-06,Healthcare,Healthcare,0.08277966199293224,ICC calculation,310.0,202511,2025
2025-11-06,Industrials,Industrials,0.06707708016756135,ICC calculation,434.0,202511,2025
2025-11-06,Real Estate,Real Estate,0.0698095142107726,ICC calculation,183.0,202511,2025
2025-11-06,Technology,Technology,0.0685034499673539,ICC calculation,486.0,202511,2025
2025-11-06,Utilities,Utilities,0.08348576648746214,ICC calculation,91.0,202511,2025
