date,family,label,value,method,n_firms,yyyymm,year
2025-11-27,Basic Materials,Basic Materials,0.09494891798695264,ICC calculation,159.0,202511,2025
2025-11-27,Communication Services,Communication Services,0.05855676808696982,ICC calculation,160.0,202511,2025
2025-11-27,Consumer Cyclical,Consumer Cyclical,0.08125768692076404,ICC calculation,390.0,202511,2025
2025-11-27,Consumer Defensive,Consumer Defensive,0.06619196334627817,ICC calculation,158.0,202511,2025
2025-11-27,Energy,Energy,0.09815596400964959,ICC calculation,185.0,202511,2025
2025-11-27,Financial Services,Financial Services,0.08719129283765974,ICC calculation,629.0,202511,2025
2025-11-27,Healthcare,Healthcare,0.07800975751295569,ICC calculation,314.0,202511,2025
2025-11-27,Industrials,Industrials,0.06831423494113471,ICC calculation,434.0,202511,2025
2025-11-27,Real Estate,Real Estate,0.0641988939177457,ICC calculation,180.0,202511,2025
2025-11-27,Technology,Technology,0.07374029168232442,ICC calculation,486.0,202511,2025
2025-11-27,Utilities,Utilities,0.08111119076318776,ICC calculation,92.0,202511,2025
