family,label,date,value,method,source,n_items,coverage_weight,status
all_market,All market,2026-04-21,0.08192902609043964,ICC calculation,Constituent ICC aggregation,2706,,available
sp500,S&P 500,2026-04-21,0.07585852058546841,ICC calculation,Constituent ICC aggregation,499,,available
