date,group,daily_icc,ew_icc,n_firms,method,source_file
2026-04-29,Basic Materials,0.08278611387371437,0.10992178586293656,167,ICC calculation,data/202604/icc_live_usall_2026_0429.csv
2026-04-29,Communication Services,0.06758972455235428,0.1347676706806194,119,ICC calculation,data/202604/icc_live_usall_2026_0429.csv
2026-04-29,Consumer Cyclical,0.09475224325764972,0.1188897656806464,333,ICC calculation,data/202604/icc_live_usall_2026_0429.csv
2026-04-29,Consumer Defensive,0.07251027051337025,0.10810211173957295,137,ICC calculation,data/202604/icc_live_usall_2026_0429.csv
2026-04-29,Energy,0.08202736887036839,0.1094007030795535,186,ICC calculation,data/202604/icc_live_usall_2026_0429.csv
2026-04-29,Financial Services,0.09253475102571052,0.1206481347920021,510,ICC calculation,data/202604/icc_live_usall_2026_0429.csv
2026-04-29,Healthcare,0.095532619513567,0.09850868062881105,257,ICC calculation,data/202604/icc_live_usall_2026_0429.csv
2026-04-29,Industrials,0.06816545426565716,0.08929334852916496,382,ICC calculation,data/202604/icc_live_usall_2026_0429.csv
2026-04-29,Real Estate,0.05691046136178318,0.09069590305765023,164,ICC calculation,data/202604/icc_live_usall_2026_0429.csv
2026-04-29,Technology,0.08184518194820625,0.09567805369161039,378,ICC calculation,data/202604/icc_live_usall_2026_0429.csv
2026-04-29,Unknown,0.11862577602675667,0.12274930601539566,2,ICC calculation,data/202604/icc_live_usall_2026_0429.csv
2026-04-29,Utilities,0.08258772329501364,0.08542562275212155,80,ICC calculation,data/202604/icc_live_usall_2026_0429.csv
