date,family,value,method,n_firms,source_file,label,yyyymm,year
2026-04-01,all_market,0.08424483667643325,ICC calculation,2729,data/202604/icc_live_usall_2026_0401_r1.csv,all_market,202604,2026
2026-04-02,all_market,0.08421194385018924,ICC calculation,2728,data/202604/icc_live_usall_2026_0402_r1.csv,all_market,202604,2026
2026-04-03,all_market,0.08406764350186137,ICC calculation,2724,data/202604/icc_live_usall_2026_0403_r1.csv,all_market,202604,2026
2026-04-06,all_market,0.08384452822437223,ICC calculation,2726,data/202604/icc_live_usall_2026_0406_r1.csv,all_market,202604,2026
2026-04-07,all_market,0.08366881372504427,ICC calculation,2726,data/202604/icc_live_usall_2026_0407_r1.csv,all_market,202604,2026
2026-04-08,all_market,0.08229793048606057,ICC calculation,2724,data/202604/icc_live_usall_2026_0408_r1.csv,all_market,202604,2026
2026-04-09,all_market,0.08247046461939787,ICC calculation,2726,data/202604/icc_live_usall_2026_0409_r1.csv,all_market,202604,2026
2026-04-10,all_market,0.08271952705504597,ICC calculation,2721,data/202604/icc_live_usall_2026_0410_r1.csv,all_market,202604,2026
2026-04-13,all_market,0.08231517917655813,ICC calculation,2719,data/202604/icc_live_usall_2026_0413_r2.csv,all_market,202604,2026
2026-04-14,all_market,0.08192118984821269,ICC calculation,2721,data/202604/icc_live_usall_2026_0414_r1.csv,all_market,202604,2026
2026-04-15,all_market,0.08170929701047211,ICC calculation,2720,data/202604/icc_live_usall_2026_0415_r1.csv,all_market,202604,2026
2026-04-16,all_market,0.08165551595446656,ICC calculation,2724,data/202604/icc_live_usall_2026_0416_r1.csv,all_market,202604,2026
2026-04-01,sp500,0.0784875336195354,ICC calculation,500,data/202604/icc_live_sp500_2026_0401_r1.csv,sp500,202604,2026
2026-04-02,sp500,0.07849130427216776,ICC calculation,500,data/202604/icc_live_sp500_2026_0402_r1.csv,sp500,202604,2026
2026-04-03,sp500,0.07840426934784,ICC calculation,500,data/202604/icc_live_sp500_2026_0403_r1.csv,sp500,202604,2026
2026-04-06,sp500,0.07820711667158994,ICC calculation,500,data/202604/icc_live_sp500_2026_0406_r1.csv,sp500,202604,2026
2026-04-07,sp500,0.07818730088016826,ICC calculation,500,data/202604/icc_live_sp500_2026_0407_r1.csv,sp500,202604,2026
2026-04-08,sp500,0.07705306641904613,ICC calculation,500,data/202604/icc_live_sp500_2026_0408_r1.csv,sp500,202604,2026
2026-04-09,sp500,0.07684847746875212,ICC calculation,499,data/202604/icc_live_sp500_2026_0409_r1.csv,sp500,202604,2026
2026-04-10,sp500,0.07702641166459312,ICC calculation,500,data/202604/icc_live_sp500_2026_0410_r1.csv,sp500,202604,2026
2026-04-13,sp500,0.07666735898881136,ICC calculation,500,data/202604/icc_live_sp500_2026_0413_r3.csv,sp500,202604,2026
2026-04-14,sp500,0.07614673715602163,ICC calculation,500,data/202604/icc_live_sp500_2026_0414_r1.csv,sp500,202604,2026
2026-04-15,sp500,0.07569297028442881,ICC calculation,500,data/202604/icc_live_sp500_2026_0415_r1.csv,sp500,202604,2026
2026-04-16,sp500,0.0754672706502571,ICC calculation,500,data/202604/icc_live_sp500_2026_0416_r1.csv,sp500,202604,2026
