date,group,daily_icc,ew_icc,n_firms,method,source_file
2026-03-18,Basic Materials,0.0831550701760585,0.1142271916854747,165,ICC calculation,data/202603/icc_live_usall_2026_0318_r1.csv
2026-03-18,Communication Services,0.07259482311148316,0.1247922539296954,123,ICC calculation,data/202603/icc_live_usall_2026_0318_r1.csv
2026-03-18,Consumer Cyclical,0.10071930842058101,0.1219748003806411,331,ICC calculation,data/202603/icc_live_usall_2026_0318_r1.csv
2026-03-18,Consumer Defensive,0.07294358082519455,0.11294941748153321,135,ICC calculation,data/202603/icc_live_usall_2026_0318_r1.csv
2026-03-18,Energy,0.08990661370412789,0.10883441431170889,186,ICC calculation,data/202603/icc_live_usall_2026_0318_r1.csv
2026-03-18,Financial Services,0.09226410966256388,0.1248906465795495,513,ICC calculation,data/202603/icc_live_usall_2026_0318_r1.csv
2026-03-18,Healthcare,0.0908402621216224,0.09875994560608359,255,ICC calculation,data/202603/icc_live_usall_2026_0318_r1.csv
2026-03-18,Industrials,0.07112479668139567,0.09618225870141311,384,ICC calculation,data/202603/icc_live_usall_2026_0318_r1.csv
2026-03-18,Real Estate,0.059622800638292776,0.09396622367391659,163,ICC calculation,data/202603/icc_live_usall_2026_0318_r1.csv
2026-03-18,Technology,0.08125270872633583,0.09915417075892637,371,ICC calculation,data/202603/icc_live_usall_2026_0318_r1.csv
2026-03-18,Unknown,0.12131676525743608,0.12051432060341745,3,ICC calculation,data/202603/icc_live_usall_2026_0318_r1.csv
2026-03-18,Utilities,0.07678091013576656,0.0854104951696242,79,ICC calculation,data/202603/icc_live_usall_2026_0318_r1.csv
