date,group,daily_icc,ew_icc,n_firms,method,source_file
2026-03-30,Basic Materials,0.08483879647689965,0.11714883737461969,165,ICC calculation,data/202603/icc_live_usall_2026_0330_r1.csv
2026-03-30,Communication Services,0.07858083501610141,0.12743895105285347,123,ICC calculation,data/202603/icc_live_usall_2026_0330_r1.csv
2026-03-30,Consumer Cyclical,0.10427406862426442,0.1239481386972647,333,ICC calculation,data/202603/icc_live_usall_2026_0330_r1.csv
2026-03-30,Consumer Defensive,0.07330916039039935,0.11385121588800999,135,ICC calculation,data/202603/icc_live_usall_2026_0330_r1.csv
2026-03-30,Energy,0.08243643557486367,0.10737529618900486,185,ICC calculation,data/202603/icc_live_usall_2026_0330_r1.csv
2026-03-30,Financial Services,0.09496150635454799,0.1266782710072085,514,ICC calculation,data/202603/icc_live_usall_2026_0330_r1.csv
2026-03-30,Healthcare,0.091868220180081,0.10321658198112599,260,ICC calculation,data/202603/icc_live_usall_2026_0330_r1.csv
2026-03-30,Industrials,0.07335332196602473,0.09641139588746327,386,ICC calculation,data/202603/icc_live_usall_2026_0330_r1.csv
2026-03-30,Real Estate,0.06145314511789188,0.0960475461428289,163,ICC calculation,data/202603/icc_live_usall_2026_0330_r1.csv
2026-03-30,Technology,0.08618715012802032,0.10310338507761635,374,ICC calculation,data/202603/icc_live_usall_2026_0330_r1.csv
2026-03-30,Unknown,0.137381810158934,0.16682316034091962,3,ICC calculation,data/202603/icc_live_usall_2026_0330_r1.csv
2026-03-30,Utilities,0.07829578080477945,0.08798559163325856,80,ICC calculation,data/202603/icc_live_usall_2026_0330_r1.csv
