date,group,daily_icc,ew_icc,n_firms,method,source_file
2026-03-31,Basic Materials,0.08283637001403374,0.11447840494076934,165,ICC calculation,data/202603/icc_live_usall_2026_0331_r1.csv
2026-03-31,Communication Services,0.07620109253319962,0.1264318176324869,123,ICC calculation,data/202603/icc_live_usall_2026_0331_r1.csv
2026-03-31,Consumer Cyclical,0.1016865851964242,0.12177420392912533,333,ICC calculation,data/202603/icc_live_usall_2026_0331_r1.csv
2026-03-31,Consumer Defensive,0.07346963678616435,0.11345126979326504,135,ICC calculation,data/202603/icc_live_usall_2026_0331_r1.csv
2026-03-31,Energy,0.08273670845327648,0.10603229989102754,185,ICC calculation,data/202603/icc_live_usall_2026_0331_r1.csv
2026-03-31,Financial Services,0.09362411638939869,0.1249764427558503,515,ICC calculation,data/202603/icc_live_usall_2026_0331_r1.csv
2026-03-31,Healthcare,0.09070327047341153,0.10180228537337845,259,ICC calculation,data/202603/icc_live_usall_2026_0331_r1.csv
2026-03-31,Industrials,0.07174656795159687,0.0947909524061731,387,ICC calculation,data/202603/icc_live_usall_2026_0331_r1.csv
2026-03-31,Real Estate,0.06128118442317076,0.09627770194846573,164,ICC calculation,data/202603/icc_live_usall_2026_0331_r1.csv
2026-03-31,Technology,0.0842497910540855,0.10123297957283733,373,ICC calculation,data/202603/icc_live_usall_2026_0331_r1.csv
2026-03-31,Unknown,0.12471614147039445,0.1253191111589044,2,ICC calculation,data/202603/icc_live_usall_2026_0331_r1.csv
2026-03-31,Utilities,0.07834984138646284,0.08736421035075508,80,ICC calculation,data/202603/icc_live_usall_2026_0331_r1.csv
