date,country,ticker,company,icc,mktcap
2026-08-05,Argentina,YPF,YPF,0.0752297318116355,19084814336.0
2026-08-05,Argentina,GGAL,Grupo Financiero Galicia,0.2576372708341637,8194768384.0
2026-08-05,Argentina,TEO,Telecom Argentina,0.0700016393191552,5926949376.0
2026-08-05,Argentina,BMA,Banco Macro,0.4,5727019008.0
2026-08-05,Argentina,PAM,Pampa Energia,0.1279388116393011,4505359872.0
2026-08-05,Argentina,LOMA,Loma Negra,0.0901671187229634,1303501440.0
2026-08-05,Australia,BHP,BHP,0.0496713248893957,227056041984.0
2026-08-05,Australia,WDS,Woodside,0.061149739151823,41862225920.0
2026-08-05,Brazil,PBR,Petrobras,0.1499050255389785,118318571520.0
2026-08-05,Brazil,ITUB,Itau,0.1129052740151378,90489569280.0
2026-08-05,Brazil,VALE,Vale,0.1381042781543972,63581093888.0
2026-08-05,Brazil,ABEV,Ambev,0.0899162132908925,46821969920.0
2026-08-05,Brazil,BBD,Bradesco,0.1591143271989015,37836955648.0
2026-08-05,Brazil,BSBR,Santander Brasil,0.1936172778776873,21676392448.0
2026-08-05,Brazil,VIV,Telefonica Brasil,0.243820383026536,19493197824.0
2026-08-05,Brazil,SUZ,Suzano,0.0960871487180233,10307964928.0
2026-08-05,Brazil,GGB,Gerdau,0.2525430196287263,10090747904.0
2026-08-05,Canada,RY,Royal Bank of Canada,0.0901990303431699,293593972736.0
2026-08-05,Canada,TD,Toronto-Dominion,0.0993898312420534,200145977344.0
2026-08-05,Canada,SHOP,Shopify,0.0408577452143363,187173715968.0
2026-08-05,Canada,BMO,Bank of Montreal,0.1034330319788837,126733385728.0
2026-08-05,Canada,ENB,Enbridge,0.0935307496498506,113441398784.0
2026-08-05,Canada,CM,CIBC,0.0938557847914008,108331188224.0
2026-08-05,Canada,BNS,Scotiabank,0.1163005182732447,108143370240.0
2026-08-05,Canada,CNQ,Canadian Natural Resources,0.0894613348641232,93335519232.0
2026-08-05,Canada,CP,Canadian Pacific Kansas City,0.0851949572414668,80391790592.0
2026-08-05,Canada,CNI,Canadian National Railway,0.082206264006785,77148946432.0
2026-08-05,Chile,BCH,Banco de Chile,0.0985880934446988,21031755776.0
2026-08-05,Chile,SQM,SQM,0.0779544584784858,20008931328.0
2026-08-05,Chile,LTM,LATAM Airlines,0.1957369917483772,16891325440.0
2026-08-05,Chile,ENIC,Enel Chile,0.4,6211156992.0
2026-08-05,Chile,CCU,CCU,0.1111951756923591,2164278784.0
2026-08-05,China,BABA,Alibaba Group,0.3137131464448778,308069990400.0
2026-08-05,China,PDD,PDD Holdings,0.3384714188290531,129443676160.0
2026-08-05,China,NTES,NetEase,0.2441065300549071,82022449152.0
2026-08-05,China,JD,JD.com,0.388583055398464,43945271296.0
2026-08-05,China,BIDU,Baidu,0.2445838276805761,37687013376.0
2026-08-05,China,TCOM,Trip.com,0.2750177423903549,28941250560.0
2026-08-05,China,BEKE,KE Holdings,0.2293590349351623,18653034496.0
2026-08-05,China,ZTO,ZTO Express,0.2688193850179722,18016641024.0
2026-08-05,China,YUMC,Yum China,0.0935234100403438,16269235200.0
2026-08-05,China,TME,Tencent Music,0.2817617090784577,15603219456.0
2026-08-05,Colombia,EC,Ecopetrol,0.0841296217493693,33695129600.0
2026-08-05,Colombia,CIB,Bancolombia,0.1170646118999892,21387087872.0
2026-08-05,France,TTE,TotalEnergies,0.0917971049873399,188024111104.0
2026-08-05,France,SNY,Sanofi,0.1240348734372508,103878311936.0
2026-08-05,Germany,SAP,SAP,0.0777009787369881,227759128576.0
2026-08-05,Germany,DB,Deutsche Bank,0.1611413820745203,71477166080.0
2026-08-05,India,HDB,HDFC Bank,0.0521395453761873,122469924864.0
2026-08-05,India,IBN,ICICI Bank,0.0755156513022304,109033807872.0
2026-08-05,India,INFY,Infosys,0.076131493661178,50545541120.0
2026-08-05,India,WIT,Wipro,0.088564021626175,19784701952.0
2026-08-05,India,RDY,Dr Reddy's,0.4,10112621568.0
2026-08-05,India,MMYT,MakeMyTrip,0.0698711012130263,5756390400.0
2026-08-05,India,SIFY,Sify,0.0251436686900457,1135050496.0
2026-08-05,Israel,TEVA,Teva,0.1545248098466597,40459083776.0
2026-08-05,Israel,CHKP,Check Point,0.0814470922869746,12798314496.0
2026-08-05,Israel,ICL,ICL,0.0865531974472624,6750456832.0
2026-08-05,Israel,NICE,NICE,0.1150095621996812,5806310912.0
2026-08-05,Israel,ZIM,ZIM,0.1591857937309849,3203412736.0
2026-08-05,Israel,WIX,Wix,0.1835071942559453,2702223104.0
2026-08-05,Italy,E,Eni,0.083669785212597,76656402432.0
2026-08-05,Italy,RACE,Ferrari,0.0428774145980095,71501127680.0
2026-08-05,Japan,MUFG,Mitsubishi UFJ,0.0768186434732857,252827484160.0
2026-08-05,Japan,TM,Toyota,0.1355350344646267,220113321984.0
2026-08-05,Japan,SMFG,Sumitomo Mitsui,0.0948939732578719,161374699520.0
2026-08-05,Japan,SONY,Sony,0.0545899999174431,131778043904.0
2026-08-05,Japan,MFG,Mizuho,0.1096090756812676,130349465600.0
2026-08-05,Japan,TAK,Takeda,0.4,53395365888.0
2026-08-05,Japan,IX,ORIX,0.0577287276629322,45120135168.0
2026-08-05,Japan,HMC,Honda,0.246247474923937,39704322048.0
2026-08-05,Japan,NMR,Nomura,0.0751853577298345,29025095680.0
2026-08-05,Luxembourg,SPOT,Spotify,0.0674582011024679,99156164608.0
2026-08-05,Luxembourg,GLOB,Globant,0.1124429487488954,1657231360.0
2026-08-05,Mexico,AMX,America Movil,0.0988711055001699,72061198336.0
2026-08-05,Mexico,FMX,FEMSA,0.0471513450979819,42370555904.0
2026-08-05,Mexico,KOF,Coca-Cola FEMSA,0.109415417641787,22747811840.0
2026-08-05,Mexico,CX,Cemex,0.0854466596427298,16666100736.0
2026-08-05,Mexico,PAC,Pacific Airport Group,0.0532298834590524,12942835712.0
2026-08-05,Mexico,ASR,ASUR,0.1336604334378953,8196652032.0
2026-08-05,Mexico,OMAB,OMA,0.1308269697370045,5291003392.0
2026-08-05,Netherlands,ASML,ASML,0.0783584022009175,644604297216.0
