date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-08-03,Argentina,0.0898794648408377,7,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-03,Brazil,0.1280494799734698,10,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-03,Canada,0.088941821152446,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-03,Chile,0.1357513530228631,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-03,China,0.2960607225058251,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-03,Colombia,0.0960732514597419,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-03,France,0.0980112722632444,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-03,Germany,0.1000684133742259,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-03,India,0.0780764245635063,8,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-03,Israel,0.1387372765513337,7,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-03,Italy,0.0633767986315524,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-03,Japan,0.1116862036810658,9,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-03,Luxembourg,0.0639634792962588,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-03,Mexico,0.0656445157975758,8,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-03,Netherlands,0.0946913259029841,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-03,South Korea,0.2185712992196206,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-03,Spain,0.0833994871176416,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-03,Switzerland,0.112743794128075,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-03,Taiwan,0.1012239251585404,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-03,United Kingdom,0.0894751970836303,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
