date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-08-20,Argentina,0.1578359460601803,7,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-20,Brazil,0.1431996595360881,10,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-20,Canada,0.0895961762461254,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-20,Chile,0.1214588854679457,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-20,China,0.301818275085669,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-20,Colombia,0.0903288942246667,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-20,France,0.0987497552393632,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-20,Germany,0.0923514038145218,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-20,India,0.0805142779935905,8,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-20,Israel,0.1365729336104402,7,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-20,Italy,0.059992953149077,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-20,Japan,0.1199062686833249,9,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-20,Luxembourg,0.0617287450017974,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-20,Mexico,0.0812636246820914,8,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-20,Netherlands,0.0900654733254135,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-20,South Korea,0.204477766146432,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-20,Spain,0.1142940615517648,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-20,Switzerland,0.0940348245962403,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-20,Taiwan,0.1023214760625624,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-20,United Kingdom,0.0860620426152842,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
