date,country,ticker,name,mktcap,icc,selected
2026-08-07,Australia,IREN,IREN LIMITED,14734723072.0,0.0236772679841655,True
2026-08-07,Belgium,LKFT,Lakefront Biotherapeutics,1768086144.0,0.1529681093341423,True
2026-08-07,Bermuda,LILA,Liberty Latin America Ltd.,1667108992.0,0.1263031704266453,True
2026-08-07,Brazil,PICS,PicS N.V.,1562825856.0,0.4,True
2026-08-07,Cambodia,FMFC,Kandal M Venture Limited,5235630.0,0.0366734954166457,True
2026-08-07,Canada,SCZM,Santacruz Silver Mining Ltd.,779021824.0,0.1753580828120086,True
2026-08-07,Cayman Islands,STNE,StoneCo Ltd.,2578219264.0,0.3613847253203966,True
2026-08-07,China,HSAI,Hesai Group,24162185216.0,0.3251442430403116,True
2026-08-07,Cyprus,GDEV,GDEV Inc.,244668576.0,0.2223073674828276,True
2026-08-07,Denmark,GMAB,Genmab A/S,19185496064.0,0.1642632853081688,True
2026-08-07,Germany,INIO,INNIO N.V.,20512499712.0,0.1116885485321476,True
2026-08-07,Greece,ESEA,Euroseas Ltd.,531199648.0,0.1257573295739568,True
2026-08-07,Hong Kong,FUTU,Futu Holdings Limited,15284003840.0,0.3987194081457986,True
2026-08-07,Ireland,RYAAY,Ryanair Holdings plc,31262234624.0,0.1162906649135621,True
2026-08-07,Israel,ESLT,Elbit Systems Ltd.,40251719680.0,0.0390608090744594,True
2026-08-07,Italy,NKLR,Terra Innovatum Global N.V.,635380224.0,0.2548578337415329,True
2026-08-07,Japan,TOYO,"TOYO Co., Ltd",247769904.0,0.3542955338767138,True
2026-08-07,Jersey,GRSD,Grandstand Limited,66967732.0,0.3327859812646022,True
2026-08-07,Jordan,IGIC,International General Insurance,1154222592.0,0.1888801586669418,True
2026-08-07,Luxembourg,TIGO,Millicom International Cellular,16284640256.0,0.1951174879955323,True
2026-08-07,Malaysia,SAGT,SAGTEC GLOBAL LIMITED,14287500.0,0.0862370075846369,True
2026-08-07,Netherlands,FER,Ferrovial N.V.,47947202560.0,0.0399386304304053,True
2026-08-07,Norway,OPRA,Opera Limited,1787477120.0,0.1404808477982032,True
2026-08-07,Singapore,STX,Seagate Technology Holdings PLC,184496521216.0,0.1593971258949432,True
2026-08-07,South Korea,SKHY,SK hynix Inc.,978960908288.0,0.1905218215568925,True
2026-08-07,Sweden,ERIC,Ericsson,33293850624.0,0.0676743955336821,True
2026-08-07,Switzerland,ONC,BeOne Medicines Ltd.,36133433344.0,0.0728609756157269,True
2026-08-07,Taiwan,HIMX,"Himax Technologies, Inc.",2548362752.0,0.1907239028650637,True
2026-08-07,Thailand,NIVF,NewGenIvf Group Limited,2151131.0,0.4,True
2026-08-07,Turkey,HEPS,D-Market Electronic Services & ,989513856.0,0.345601953115471,True
2026-08-07,United Arab Emirates,KYIV,Kyivstar Group Ltd.,3089222912.0,0.4,True
2026-08-07,United Kingdom,LIN,Linde plc,225871069184.0,0.0607494543828391,True
2026-08-07,United States,FLEX,Flex Ltd.,44827049984.0,0.1373086560570625,True
