date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-08-12,Argentina,0.16438492571414307,7,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-12,Brazil,0.14942169228206595,10,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-12,Canada,0.0870697754681978,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-12,Chile,0.13141876644865746,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-12,China,0.3009560155028018,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-12,Colombia,0.09014130666381827,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-12,France,0.10143689683099122,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-12,Germany,0.09563334677682646,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-12,India,0.08050775605620361,8,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-12,Israel,0.13506732011403566,7,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-12,Italy,0.06279804923802225,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-12,Japan,0.11656762285459002,9,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-12,Luxembourg,0.0654685022497588,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-12,Mexico,0.07996115600572515,8,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-12,Netherlands,0.08833058405431315,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-12,South Korea,0.20983199874453598,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-12,Spain,0.11317452271044826,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-12,Switzerland,0.096314334618432,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-12,Taiwan,0.09945702264040125,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-12,United Kingdom,0.0868852768906813,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
