date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-08-19,Argentina,0.15195143736209663,7,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-19,Brazil,0.13681758837503816,10,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-19,Canada,0.08294243252681577,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-19,Chile,0.12587948171474553,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-19,China,0.2981559061373984,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-19,Colombia,0.07643145311575407,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-19,France,0.09888894291189265,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-19,Germany,0.09266663789630877,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-19,India,0.07767884833395107,8,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-19,Israel,0.13565771838780064,7,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-19,Italy,0.05400737518583416,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-19,Japan,0.11590202150060815,9,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-19,Luxembourg,0.061711252763953686,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-19,Mexico,0.07839436900975125,8,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-19,Netherlands,0.08808206850851522,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-19,South Korea,0.20402615674974667,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-19,Spain,0.11451065641445188,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-19,Switzerland,0.09331842716612795,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-19,Taiwan,0.09635734505130898,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-19,United Kingdom,0.08407487312995066,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
