date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-08-14,Argentina,0.1620806124837523,7,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-14,Brazil,0.1461232887991013,10,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-14,Canada,0.08636308011898955,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-14,Chile,0.12975371394400995,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-14,China,0.3026815509182899,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-14,Colombia,0.08880161771141853,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-14,France,0.10104121920066375,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-14,Germany,0.09458889779928739,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-14,India,0.08017678008606616,8,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-14,Israel,0.13377702953570267,7,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-14,Italy,0.062211846007639834,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-14,Japan,0.11571647307336368,9,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-14,Luxembourg,0.0635255372175706,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-14,Mexico,0.07990663542660949,8,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-14,Netherlands,0.0874080103704054,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-14,South Korea,0.2066891237626505,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-14,Spain,0.11301260548363957,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-14,Switzerland,0.09687070263496017,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-14,Taiwan,0.10067504798109342,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-14,United Kingdom,0.08697657567911732,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
