date,country,ticker,company,icc,mktcap
2026-08-17,Argentina,YPF,YPF,0.0667543599264163,20662355968.0
2026-08-17,Australia,BHP,BHP,0.0501712452669432,224490307584.0
2026-08-17,Brazil,PBR,Petrobras,0.148020904972549,117609684992.0
2026-08-17,Canada,RY,Royal Bank of Canada,0.0885667485121944,300431114240.0
2026-08-17,Chile,SQM,SQM,0.0742118275436983,21451399168.0
2026-08-17,China,BABA,Alibaba Group,0.3178335198886847,298914119680.0
2026-08-17,Colombia,EC,Ecopetrol,0.0846605988559893,36326600704.0
2026-08-17,France,TTE,TotalEnergies,0.0885462266930349,196507451392.0
2026-08-17,Germany,SAP,SAP,0.0749154960917376,239889809408.0
2026-08-17,India,HDB,HDFC Bank,0.0534084437537195,118921543680.0
2026-08-17,Israel,TEVA,Teva,0.1509699061792625,42486693888.0
2026-08-17,Italy,E,Eni,0.0797476461622851,80896966656.0
2026-08-17,Japan,MUFG,Mitsubishi UFJ,0.0754493637946952,259706388480.0
2026-08-17,Luxembourg,SPOT,Spotify,0.0643675842532932,101261713408.0
2026-08-17,Mexico,AMX,America Movil,0.0955447651738506,71031717888.0
2026-08-17,Netherlands,ASML,ASML,0.0742947040139766,723306414080.0
2026-08-17,Peru,BAP,Credicorp,0.1155615703339004,30053709824.0
2026-08-17,Singapore,SE,Sea Limited,0.0964197646727221,73161277440.0
2026-08-17,South Africa,GFI,Gold Fields,0.1229565344472383,37118369792.0
2026-08-17,South Korea,KB,KB Financial,0.4,42241576960.0
2026-08-17,Spain,SAN,Santander,0.1367486844728064,207857664000.0
2026-08-17,Switzerland,NVS,Novartis,0.0856232888844016,288851656704.0
2026-08-17,Taiwan,TSM,Taiwan Semiconductor,0.0984675305796142,2235214594048.0
2026-08-17,United Kingdom,HSBC,HSBC,0.1026180056730193,355906322432.0
