date,country,ticker,name,mktcap,icc,selected
2026-08-18,Argentina,YPF,YPF Sociedad Anonima,19870365696.0,0.0757261159029721,True
2026-08-18,Australia,BHP,BHP Group Limited,226319335424.0,0.0483519736818779,True
2026-08-18,Bermuda,ACGL,Arch Capital Group Ltd.,33750974464.0,0.0739273634641136,True
2026-08-18,Brazil,PBR,Petroleo Brasileiro S.A. Petrob,117158584320.0,0.148469834596617,True
2026-08-18,Cambodia,FMFC,Kandal M Venture Limited,4055280.0,0.043825613779041,True
2026-08-18,Canada,RY,Royal Bank Of Canada,295984201728.0,0.0894966439554064,True
2026-08-18,Cayman Islands,CRDO,Credo Technology Group Holding ,45867970560.0,0.1046981794232274,True
2026-08-18,Chile,SQM,Sociedad Quimica y Minera S.A.,21271449600.0,0.0702072465709345,True
2026-08-18,China,BABA,Alibaba Group Holding Limited,307159367680.0,0.3142015147846982,True
2026-08-18,Cyprus,GDEV,GDEV Inc.,209456624.0,0.2390159247501369,True
2026-08-18,Denmark,GMAB,Genmab A/S,20257953792.0,0.1085982760129394,True
2026-08-18,France,LVMUY,LVMH-Moet Hennessy Louis Vuitto,255355977728.0,0.0721107566430955,True
2026-08-18,Germany,SIEGY,Siemens AG,245815296000.0,0.0694835989577134,True
2026-08-18,Greece,ESEA,Euroseas Ltd.,513772832.0,0.1158708669733127,True
2026-08-18,Hong Kong,FUTU,Futu Holdings Limited,15222319104.0,0.3994068730690413,True
2026-08-18,India,HDB,HDFC Bank Limited,119024287744.0,0.0487232873986626,True
2026-08-18,Ireland,PDD,PDD Holdings Inc.,124219809792.0,0.3445844213895143,True
2026-08-18,Israel,TEVA,Teva Pharmaceutical Industries ,42626535424.0,0.1507255689541596,True
2026-08-18,Italy,ISNPY,Intesa Sanpaolo S.p.A.,139462148096.0,0.1329516750023033,True
2026-08-18,Japan,MUFG,"Mitsubishi UFJ Financial Group,",256210534400.0,0.0762121886505944,True
2026-08-18,Jersey,CSHR,CoinShares PLC,665490048.0,0.1413980627820151,True
2026-08-18,Luxembourg,MT,Arcelor Mittal NY Registry Shar,54291005440.0,0.2088631437706812,True
2026-08-18,Malaysia,AGRZ,Agroz Inc.,6437024.0,0.1492942442535908,True
2026-08-18,Mexico,AMX,"America Movil, S.A.B. de C.V.",70872276992.0,0.0956840592927629,True
2026-08-18,Netherlands,ASML,ASML Holding N.V. - New York Re,692524613632.0,0.0764472560780544,True
2026-08-18,Singapore,GRAB,Grab Holdings Limited,14114992128.0,0.0390673306057205,True
2026-08-18,South Africa,GFI,Gold Fields Limited,36599607296.0,0.0992367724046906,True
2026-08-18,South Korea,KB,KB Financial Group Inc,41318166528.0,0.4,True
2026-08-18,Spain,SAN,"Banco Santander, S.A. Sponsored",202871357440.0,0.1386968011722767,True
2026-08-18,Sweden,SPOT,Spotify Technology S.A.,106139017216.0,0.0623903245590383,True
2026-08-18,Switzerland,RHHBY,Roche Holding Ltd,353891549184.0,0.0709364312180788,True
2026-08-18,Taiwan,TSM,Taiwan Semiconductor Manufactur,2144140263424.0,0.0940992159964652,True
2026-08-18,United Arab Emirates,AIIR,Air Global PLC,1267054208.0,0.0953389667982321,True
2026-08-18,United Kingdom,HSBC,"HSBC Holdings, plc.",353729183744.0,0.1030580014017424,True
2026-08-18,United States,BAM,Brookfield Asset Management Inc,82210537472.0,0.0846089175150468,True
2026-08-18,Uruguay,MELI,"MercadoLibre, Inc.",90196705280.0,0.0925570521052347,True
