date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-08-18,Argentina,0.14118032017514942,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-18,Australia,0.049409292380269434,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-18,Brazil,0.14333487351055405,10,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-18,Canada,0.08198265577362938,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-18,Chile,0.14238332716897512,5,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-18,China,0.30537476691103743,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-18,Colombia,0.07719071968375725,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-18,France,0.09979676686903306,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-18,Germany,0.09399833164249455,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-18,India,0.0764878798564516,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-18,Israel,0.1281207401864069,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-18,Italy,0.05469468929820464,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-18,Japan,0.11332492666233429,9,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-18,Luxembourg,0.06306791907556375,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-18,Mexico,0.08528060942124635,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-18,Netherlands,0.08656178292830052,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-18,Peru,0.11048201532213346,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-18,Singapore,0.0881905510484981,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-18,South Africa,0.14444650366257075,4,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-18,South Korea,0.2050079535003779,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-18,Spain,0.1140104686063166,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-18,Switzerland,0.09507856409316828,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-18,Taiwan,0.09613595667632811,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-18,United Kingdom,0.08440508335650473,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
