date,country,ticker,company,icc,mktcap
2026-08-07,Argentina,YPF,YPF,0.0747226395913013,19276957696.0
2026-08-07,Australia,BHP,BHP,0.0491719644796647,229672615936.0
2026-08-07,Brazil,PBR,Petrobras,0.1518677511882481,115740811264.0
2026-08-07,Canada,RY,Royal Bank of Canada,0.0902557376717193,293329928192.0
2026-08-07,Chile,BCH,Banco de Chile,0.1026966274585826,20920637440.0
2026-08-07,China,BABA,Alibaba Group,0.3138370777860236,307782549504.0
2026-08-07,Colombia,EC,Ecopetrol,0.0865944182192454,34496909312.0
2026-08-07,France,TTE,TotalEnergies,0.09086033764366,190442651648.0
2026-08-07,Germany,SAP,SAP,0.0753457963760847,237950763008.0
2026-08-07,India,HDB,HDFC Bank,0.0525314544378301,121340215296.0
2026-08-07,Israel,TEVA,Teva,0.153148295647253,41204871168.0
2026-08-07,Italy,E,Eni,0.0826760319486749,77534576640.0
2026-08-07,Japan,MUFG,Mitsubishi UFJ,0.0767891905254923,253616865280.0
2026-08-07,Luxembourg,SPOT,Spotify,0.0641881582800291,100371382272.0
2026-08-07,Mexico,AMX,America Movil,0.0995246657929643,71241687040.0
2026-08-07,Netherlands,ASML,ASML,0.0782121662109537,668714270720.0
2026-08-07,Peru,BAP,Credicorp,0.1144577976085016,30740938752.0
2026-08-07,Singapore,SE,Sea Limited,0.0979674277707173,69474123776.0
2026-08-07,South Africa,GFI,Gold Fields,0.1244454278727399,36510167040.0
2026-08-07,South Korea,KB,KB Financial,0.4,43540668416.0
2026-08-07,Spain,SAN,Santander,0.0658852735711522,209718788096.0
2026-08-07,Switzerland,NVS,Novartis,0.085304279822519,297138749440.0
2026-08-07,Taiwan,TSM,Taiwan Semiconductor,0.097923049392114,2178526609408.0
2026-08-07,United Kingdom,HSBC,HSBC,0.1026674690830652,355756769280.0
