date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-08-04,Argentina,0.16738656901849183,7,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-04,Brazil,0.1355364620578582,10,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-04,Canada,0.0895893597409747,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-04,Chile,0.13081354415729457,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-04,China,0.29561937303087105,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-04,Colombia,0.09718538390635967,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-04,France,0.10293707381078043,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-04,Germany,0.0982723981241626,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-04,India,0.07800197245475553,8,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-04,Israel,0.13808117951636117,7,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-04,Italy,0.06392376427620003,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-04,Japan,0.1129032245223184,9,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-04,Luxembourg,0.06466237769930992,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-04,Mexico,0.07731559406685863,8,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-04,Netherlands,0.09248379071773408,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-04,South Korea,0.21540957921470086,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-04,Spain,0.08355135811777743,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-04,Switzerland,0.0962106775508527,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-04,Taiwan,0.09939901132817539,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-04,United Kingdom,0.08685850574841596,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
