date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-08-05,Argentina,0.15525918213718382,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-05,Australia,0.051458157650153394,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-05,Brazil,0.14202295972559514,10,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-05,Canada,0.08788731612606608,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-05,Chile,0.1457550205856026,5,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-05,China,0.30025486159653475,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-05,Colombia,0.09691747889714702,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-05,France,0.10326944883527531,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-05,Germany,0.09763199537384107,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-05,India,0.07745436826146182,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-05,Israel,0.13318759338222003,7,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-05,Italy,0.06398330355028381,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-05,Japan,0.11466886764494749,9,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-05,Luxembourg,0.06819768749517914,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-05,Mexico,0.08604766616632131,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-05,Netherlands,0.09332154436722079,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-05,Peru,0.10820027754407106,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-05,Singapore,0.10278170387779548,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-05,South Africa,0.16992605477834866,4,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-05,South Korea,0.21534140060981408,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-05,Spain,0.08313460389723465,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-05,Switzerland,0.09581605501667394,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-08-05,Taiwan,0.10002020626297302,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-08-05,United Kingdom,0.087263854826539,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
