date,family,value,method,n_firms,source_file,label,yyyymm,year
2026-01-01,all_market,0.07686395944889199,ICC calculation,3198,data/202601/icc_live_usall_2026_0101.csv,all_market,202601,2026
2026-01-02,all_market,0.0766933138475987,ICC calculation,3200,data/202601/icc_live_usall_2026_0102.csv,all_market,202601,2026
2026-01-06,all_market,0.07561994882973741,ICC calculation,3277,data/202601/icc_live_usall_2026_0106_r1.csv,all_market,202601,2026
2026-01-07,all_market,0.07579760517036518,ICC calculation,3276,data/202601/icc_live_usall_2026_0107_r1.csv,all_market,202601,2026
2026-01-08,all_market,0.07578980310580938,ICC calculation,3276,data/202601/icc_live_usall_2026_0108_r1.csv,all_market,202601,2026
2026-01-09,all_market,0.07541431890261537,ICC calculation,3276,data/202601/icc_live_usall_2026_0109_r1.csv,all_market,202601,2026
2026-01-12,all_market,0.07535403912904108,ICC calculation,3277,data/202601/icc_live_usall_2026_0112_r1.csv,all_market,202601,2026
2026-01-13,all_market,0.07553587779988805,ICC calculation,3278,data/202601/icc_live_usall_2026_0113_r1.csv,all_market,202601,2026
2026-01-14,all_market,0.07555474246663298,ICC calculation,3279,data/202601/icc_live_usall_2026_0114_r1.csv,all_market,202601,2026
2026-01-15,all_market,0.07565536024596203,ICC calculation,3277,data/202601/icc_live_usall_2026_0115_r1.csv,all_market,202601,2026
2026-01-16,all_market,0.07599668546063651,ICC calculation,3277,data/202601/icc_live_usall_2026_0116_r1.csv,all_market,202601,2026
2026-01-19,all_market,0.07595289757283168,ICC calculation,3277,data/202601/icc_live_usall_2026_0119_r1.csv,all_market,202601,2026
2026-01-20,all_market,0.07707435572801603,ICC calculation,3281,data/202601/icc_live_usall_2026_0120_r1.csv,all_market,202601,2026
2026-01-21,all_market,0.07454266637212634,ICC calculation,2684,data/202601/icc_live_usall_2026_0121_r1.csv,all_market,202601,2026
2026-01-22,all_market,0.07444105364673041,ICC calculation,2685,data/202601/icc_live_usall_2026_0122_r1.csv,all_market,202601,2026
2026-01-23,all_market,0.0746841675495182,ICC calculation,2686,data/202601/icc_live_usall_2026_0123_r1.csv,all_market,202601,2026
2026-01-26,all_market,0.07447776461256914,ICC calculation,2686,data/202601/icc_live_usall_2026_0126_r1.csv,all_market,202601,2026
2026-01-27,all_market,0.07470858983330668,ICC calculation,2685,data/202601/icc_live_usall_2026_0127_r1.csv,all_market,202601,2026
2026-01-28,all_market,0.07510118634783204,ICC calculation,2685,data/202601/icc_live_usall_2026_0128_r1.csv,all_market,202601,2026
2026-01-29,all_market,0.07416483490613406,ICC calculation,2686,data/202601/icc_live_usall_2026_0129_r1.csv,all_market,202601,2026
2026-01-30,all_market,0.074875685540565,ICC calculation,2684,data/202601/icc_live_usall_2026_0130_r1.csv,all_market,202601,2026
2026-01-01,sp500,0.06846459233629582,ICC calculation,500,data/202601/icc_live_sp500_2026_0101.csv,sp500,202601,2026
2026-01-02,sp500,0.06843254406851189,ICC calculation,501,data/202601/icc_live_sp500_2026_0102.csv,sp500,202601,2026
2026-01-05,sp500,0.0678929252970122,ICC calculation,497,data/202601/icc_live_sp500_2026_0105_r1.csv,sp500,202601,2026
2026-01-06,sp500,0.06768487976678952,ICC calculation,497,data/202601/icc_live_sp500_2026_0106_r1.csv,sp500,202601,2026
2026-01-07,sp500,0.06781276843417244,ICC calculation,497,data/202601/icc_live_sp500_2026_0107_r1.csv,sp500,202601,2026
2026-01-08,sp500,0.06773361097944448,ICC calculation,497,data/202601/icc_live_sp500_2026_0108_r1.csv,sp500,202601,2026
2026-01-09,sp500,0.06744258262637452,ICC calculation,497,data/202601/icc_live_sp500_2026_0109_r1.csv,sp500,202601,2026
2026-01-12,sp500,0.06740415683426457,ICC calculation,496,data/202601/icc_live_sp500_2026_0112_r1.csv,sp500,202601,2026
2026-01-13,sp500,0.06769618686705364,ICC calculation,496,data/202601/icc_live_sp500_2026_0113_r1.csv,sp500,202601,2026
2026-01-14,sp500,0.06785427680125362,ICC calculation,496,data/202601/icc_live_sp500_2026_0114_r1.csv,sp500,202601,2026
