date,country,ticker,company,icc,mktcap
2026-09-04,Argentina,YPF,YPF,0.0752398800283046,20630990848.0
2026-09-04,Brazil,PBR,Petrobras,0.140877000853658,129660657664.0
2026-09-04,Canada,RY,Royal Bank of Canada,0.0900376558649177,291547086848.0
2026-09-04,Chile,SQM,SQM,0.0892043818801683,21831299072.0
2026-09-04,China,BABA,Alibaba Group,0.3432238266390252,281472008192.0
2026-09-04,Colombia,EC,Ecopetrol,0.0869244161935715,35463147520.0
2026-09-04,France,TTE,TotalEnergies,0.0900043713974109,196020224000.0
2026-09-04,Germany,SAP,SAP,0.0734843673550724,248280891392.0
2026-09-04,India,HDB,HDFC Bank,0.0901740194172359,119099285504.0
2026-09-04,Israel,TEVA,Teva,0.1514592228667876,42370166784.0
2026-09-04,Italy,E,Eni,0.0867302893426743,77191749632.0
2026-09-04,Japan,MUFG,Mitsubishi UFJ,0.0729625612056182,271151382528.0
2026-09-04,Luxembourg,SPOT,Spotify,0.0607726950888076,111515041792.0
2026-09-04,Mexico,AMX,America Movil,0.1001364175973177,68886724608.0
2026-09-04,Netherlands,ASML,ASML,0.079508303739351,658685427712.0
2026-09-04,Peru,BAP,Credicorp,0.1160304501755234,30380271616.0
2026-09-04,Singapore,SE,Sea Limited,0.0999882401724373,68653391872.0
2026-09-04,South Africa,GFI,Gold Fields,0.1582821500231662,42228494336.0
2026-09-04,South Korea,KB,KB Financial,0.4,45180329984.0
2026-09-04,Spain,SAN,Santander,0.1017050875924766,216816533504.0
2026-09-04,Switzerland,NVS,Novartis,0.082423792353569,304095395840.0
2026-09-04,Taiwan,TSM,Taiwan Semiconductor,0.0992343524095572,2224530653184.0
2026-09-04,United Kingdom,HSBC,HSBC,0.1003391474684522,366959591424.0
