date,country,icc,n_selected,n_icc_available,coverage_mktcap,method,status
2026-09-23,Argentina,0.1538000868275402,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,Australia,0.0753350975016082,10,4,0.8636850446858144,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,Belgium,0.0815873448518341,7,4,0.9954928898238684,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,Bermuda,0.0939317152249622,10,9,0.966928995634674,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,Brazil,0.1404735459635006,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,Canada,0.090501740210999,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,Cayman Islands,0.1449513690932505,10,8,0.989759713147076,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,Chile,0.1364400196856832,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,China,0.3203986034580569,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,Colombia,0.1067967462538436,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,Cyprus,0.1415045428539078,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-09-23,Denmark,0.1013513907732442,3,2,0.9987550287717768,Partial ADR estimate,partial_adr_estimate
2026-09-23,Finland,0.0834010590586288,3,2,0.9747140211786,Partial ADR estimate,partial_adr_estimate
2026-09-23,France,0.0939967758657122,10,7,0.988333928568684,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,Germany,0.1061571579557139,10,9,0.9729089968123484,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,Greece,0.0949111854378285,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,Guernsey,0.0957922490242073,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-09-23,Hong Kong,0.2353361066011228,10,7,0.9582584259153925,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,India,0.0977714120288926,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,Ireland,0.1111297028038187,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,Israel,0.0931578582534043,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,Italy,0.09711266807502,10,9,0.9999269468546806,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,Japan,0.1122183967513299,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,Jersey,0.2029372488145268,4,3,0.9502379185526554,Partial ADR estimate,partial_adr_estimate
2026-09-23,Luxembourg,0.1788748042519526,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,Malaysia,0.0772513958225655,9,4,0.4427264445223636,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,Mexico,0.1023259268277894,10,9,0.9856441160044824,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,Netherlands,0.0952195281769412,10,9,0.9439685490494776,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,Peru,0.118876202692744,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-09-23,Singapore,0.1454843945760608,10,6,0.9739159330137994,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,South Africa,0.1448369774725456,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,South Korea,0.1836210040733862,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,Spain,0.0964887272628741,6,3,0.9996303851504972,Partial ADR estimate,partial_adr_estimate
2026-09-23,Sweden,0.0638424905624841,8,2,0.9771019854872168,Partial ADR estimate,partial_adr_estimate
2026-09-23,Switzerland,0.0843186904828745,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,Taiwan,0.0977078496820142,10,8,0.9995439157370276,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,Turkey,0.3072240833251991,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-09-23,United Arab Emirates,0.2043665490684928,10,6,0.952440629515977,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,United Kingdom,0.0796626839791667,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-23,United States,0.1074860332293373,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
