date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status
2026-09-15,Argentina,0.14934532796834984,7,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-15,Brazil,0.13487892127891718,10,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-15,Canada,0.09017584980552654,11,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-15,Chile,0.1313835360513088,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-09-15,China,0.33001738379594936,15,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-15,Colombia,0.09485120079216666,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-09-15,France,0.09987226329447935,9,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-09-15,Germany,0.09281750393756844,10,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-09-15,India,0.09754317608340422,8,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-15,Israel,0.13790574884473608,7,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-15,Italy,0.06457024799318448,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-09-15,Japan,0.11534472935982162,9,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-15,Luxembourg,0.059254729130578575,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-09-15,Mexico,0.08461416457751468,8,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-15,Netherlands,0.09645350321054597,8,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-15,Peru,0.11081371639907431,2,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-09-15,Singapore,0.09407125955920934,4,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-09-15,South Africa,0.18099851135030448,4,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-09-15,South Korea,0.2302098554317592,6,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-15,Spain,0.09459232257980593,5,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-09-15,Switzerland,0.1000975255490277,6,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-09-15,Taiwan,0.10385396659452523,4,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-15,United Kingdom,0.08589091103246711,14,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
