date,country,icc,n_selected,n_icc_available,coverage_mktcap,method,status
2026-09-04,Argentina,0.1597031152384346,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-04,Australia,0.0515309148997249,7,2,0.999519491393723,Partial ADR estimate,partial_adr_estimate
2026-09-04,Brazil,0.1270025873083562,8,8,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-04,Canada,0.087878276305749,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-04,Cayman Islands,0.1660709540287025,8,6,0.9908093521151856,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-04,Chile,0.1220197700265927,4,4,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-04,China,0.3179067672614883,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-04,France,0.0927477308750717,10,7,0.9892251089303388,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-04,Germany,0.1026950176895014,10,8,0.9717301590962814,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-04,Greece,0.126529235681943,3,3,1.0,Partial ADR estimate,partial_adr_estimate
2026-09-04,Hong Kong,0.3005568135376948,10,7,0.9850649688691386,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-04,India,0.0953015672838205,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-04,Ireland,0.1183454549677369,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-04,Israel,0.0981349765804316,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-04,Italy,0.0921291831353871,7,6,0.99989233487086,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-04,Japan,0.1139857977285735,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-04,Jersey,0.1383869311643849,2,2,1.0,Partial ADR estimate,partial_adr_estimate
2026-09-04,Luxembourg,0.2090968541236024,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-04,Mexico,0.0867260110222921,7,6,0.9999957608924592,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-04,Netherlands,0.0832050291916787,8,7,0.9996081889439168,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-04,Singapore,0.0438289544945548,10,2,0.661201637757578,Partial ADR estimate,partial_adr_estimate
2026-09-04,South Africa,0.1452559514932427,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-04,South Korea,0.2427222127542698,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-04,Spain,0.0932106497927919,4,3,0.9998281854136332,Partial ADR estimate,partial_adr_estimate
2026-09-04,Sweden,0.0624953169912211,3,2,0.9956895448621006,Partial ADR estimate,partial_adr_estimate
2026-09-04,Switzerland,0.0834810430594258,8,6,0.993684883521586,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-04,Taiwan,0.0995497448045787,9,7,0.999971557438756,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-04,United Arab Emirates,0.0872411886017146,4,2,0.7790246260525301,Partial ADR estimate,partial_adr_estimate
2026-09-04,United Kingdom,0.0842228895056701,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
2026-09-04,United States,0.102283162424039,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation
