family,label,date,value,method,source,n_items,coverage_weight,status
growth_icc,Growth ICC,2026-05-05,0.08029477610802471,ICC calculation,Constituent ICC aggregation,2562,,available
ivp_bm,IVP (B/M),2026-05-05,0.04165820103631604,ICC calculation,Constituent ICC aggregation,2562,,available
value_icc,Value ICC,2026-05-05,0.12195297714434075,ICC calculation,Constituent ICC aggregation,2562,,available
