family,label,date,value,method,source,n_items,coverage_weight,status
dow30,Dow 30,2026-05-01,0.07103765933821354,ICC calculation,Constituent ICC aggregation,30,,available
ndx100,Nasdaq-100,2026-05-01,0.06896168673171135,ICC calculation,Constituent ICC aggregation,100,,available
rut1000,Russell 1000,2026-05-01,0.075223050609573,ICC calculation,Constituent ICC aggregation,972,,available
sp100,S&P 100,2026-05-01,0.06945038062696372,ICC calculation,Constituent ICC aggregation,101,,available
sp400,S&P 400,2026-05-01,0.08373523500442331,ICC calculation,Constituent ICC aggregation,393,,available
sp500,S&P 500,2026-05-01,0.07143457858813185,ICC calculation,Constituent ICC aggregation,500,,available
sp600,S&P 600,2026-05-01,0.09258624035813028,ICC calculation,Constituent ICC aggregation,568,,available
