family,label,date,value,method,source,n_items,coverage_weight,status
dow30,Dow 30,2026-05-05,0.07192836051638336,ICC calculation,Constituent ICC aggregation,30,,available
ndx100,Nasdaq-100,2026-05-05,0.0685498834431513,ICC calculation,Constituent ICC aggregation,100,,available
rut1000,Russell 1000,2026-05-05,0.07185041164268141,ICC calculation,Constituent ICC aggregation,974,,available
sp100,S&P 100,2026-05-05,0.06901471392125531,ICC calculation,Constituent ICC aggregation,101,,available
sp400,S&P 400,2026-05-05,0.08374574348675635,ICC calculation,Constituent ICC aggregation,394,,available
sp500,S&P 500,2026-05-05,0.07114099236684421,ICC calculation,Constituent ICC aggregation,500,,available
sp600,S&P 600,2026-05-05,0.0917999572488595,ICC calculation,Constituent ICC aggregation,572,,available
