family,label,date,value,method,source,n_items,coverage_weight,status
growth_icc,Growth ICC,2026-04-29,0.08350499957891094,ICC calculation,Constituent ICC aggregation,2577,,available
ivp_bm,IVP (B/M),2026-04-29,0.03698896091863774,ICC calculation,Constituent ICC aggregation,2577,,available
value_icc,Value ICC,2026-04-29,0.12049396049754868,ICC calculation,Constituent ICC aggregation,2577,,available
