family,label,date,value,method,source,n_items,coverage_weight,status
growth_icc,Growth ICC,2026-04-23,0.08403054492365201,ICC calculation,Constituent ICC aggregation,2576,,available
ivp_bm,IVP (B/M),2026-04-23,0.037161204625492855,ICC calculation,Constituent ICC aggregation,2576,,available
value_icc,Value ICC,2026-04-23,0.12119174954914487,ICC calculation,Constituent ICC aggregation,2576,,available
