date,family,value,method,n_firms,label,yyyymm,year
2026-01-01,growth,0.07162522337633698,ICC calculation,3015,growth,202601,2026
2026-01-02,growth,0.07164278478926316,ICC calculation,3016,growth,202601,2026
2026-01-06,growth,0.0712333467076324,ICC calculation,3090,growth,202601,2026
2026-01-07,growth,0.0723759156397008,ICC calculation,3089,growth,202601,2026
2026-01-08,growth,0.07190040388344301,ICC calculation,3090,growth,202601,2026
2026-01-09,growth,0.07201023112379523,ICC calculation,3089,growth,202601,2026
2026-01-12,growth,0.07098443460501538,ICC calculation,3088,growth,202601,2026
2026-01-13,growth,0.0717479450878277,ICC calculation,3090,growth,202601,2026
2026-01-14,growth,0.07272934335636265,ICC calculation,3090,growth,202601,2026
2026-01-15,growth,0.07251747419741911,ICC calculation,3088,growth,202601,2026
2026-01-16,growth,0.07205305344220034,ICC calculation,3088,growth,202601,2026
2026-01-19,growth,0.07229931725817387,ICC calculation,3088,growth,202601,2026
2026-01-20,growth,0.07306963433677996,ICC calculation,3090,growth,202601,2026
2026-01-21,growth,0.07008412362144197,ICC calculation,2544,growth,202601,2026
2026-01-22,growth,0.07050062873557594,ICC calculation,2542,growth,202601,2026
2026-01-23,growth,0.07121360661343537,ICC calculation,2543,growth,202601,2026
2026-01-26,growth,0.07127904040826277,ICC calculation,2543,growth,202601,2026
2026-01-27,growth,0.07130469392669907,ICC calculation,2542,growth,202601,2026
2026-01-28,growth,0.07164459193413353,ICC calculation,2543,growth,202601,2026
2026-01-29,growth,0.07148514885090612,ICC calculation,2545,growth,202601,2026
2026-01-30,growth,0.07169115614545538,ICC calculation,2545,growth,202601,2026
2026-01-01,ivp_bm,0.05190578649912034,ICC calculation,3015,ivp_bm,202601,2026
2026-01-02,ivp_bm,0.049630169527776824,ICC calculation,3016,ivp_bm,202601,2026
2026-01-06,ivp_bm,0.046182207913221224,ICC calculation,3090,ivp_bm,202601,2026
2026-01-07,ivp_bm,0.045989337595797666,ICC calculation,3089,ivp_bm,202601,2026
2026-01-08,ivp_bm,0.045638220805675894,ICC calculation,3090,ivp_bm,202601,2026
2026-01-09,ivp_bm,0.04564260639836476,ICC calculation,3089,ivp_bm,202601,2026
2026-01-12,ivp_bm,0.04502666025393834,ICC calculation,3088,ivp_bm,202601,2026
2026-01-13,ivp_bm,0.04559539514313468,ICC calculation,3090,ivp_bm,202601,2026
2026-01-14,ivp_bm,0.045404608707398236,ICC calculation,3090,ivp_bm,202601,2026
2026-01-15,ivp_bm,0.04519411708322915,ICC calculation,3088,ivp_bm,202601,2026
2026-01-16,ivp_bm,0.0454691027158062,ICC calculation,3088,ivp_bm,202601,2026
2026-01-19,ivp_bm,0.045192717984507,ICC calculation,3088,ivp_bm,202601,2026
2026-01-20,ivp_bm,0.04438342234062344,ICC calculation,3090,ivp_bm,202601,2026
2026-01-21,ivp_bm,0.04519688024425418,ICC calculation,2544,ivp_bm,202601,2026
2026-01-22,ivp_bm,0.04492974595551097,ICC calculation,2542,ivp_bm,202601,2026
2026-01-23,ivp_bm,0.04622949897085371,ICC calculation,2543,ivp_bm,202601,2026
2026-01-26,ivp_bm,0.045377375398565886,ICC calculation,2543,ivp_bm,202601,2026
2026-01-27,ivp_bm,0.045378839231321175,ICC calculation,2542,ivp_bm,202601,2026
2026-01-28,ivp_bm,0.045119752307556577,ICC calculation,2543,ivp_bm,202601,2026
2026-01-29,ivp_bm,0.044045812619607744,ICC calculation,2545,ivp_bm,202601,2026
2026-01-30,ivp_bm,0.04379920598717968,ICC calculation,2545,ivp_bm,202601,2026
2026-01-01,value,0.12353100987545731,ICC calculation,3015,value,202601,2026
2026-01-02,value,0.12127295431703998,ICC calculation,3016,value,202601,2026
2026-01-06,value,0.11741555462085362,ICC calculation,3090,value,202601,2026
2026-01-07,value,0.11836525323549847,ICC calculation,3089,value,202601,2026
2026-01-08,value,0.11753862468911891,ICC calculation,3090,value,202601,2026
2026-01-09,value,0.11765283752215999,ICC calculation,3089,value,202601,2026
2026-01-12,value,0.11601109485895372,ICC calculation,3088,value,202601,2026
2026-01-13,value,0.11734334023096238,ICC calculation,3090,value,202601,2026
2026-01-14,value,0.11813395206376089,ICC calculation,3090,value,202601,2026
2026-01-15,value,0.11771159128064826,ICC calculation,3088,value,202601,2026
2026-01-16,value,0.11752215615800654,ICC calculation,3088,value,202601,2026
2026-01-19,value,0.11749203524268087,ICC calculation,3088,value,202601,2026
2026-01-20,value,0.1174530566774034,ICC calculation,3090,value,202601,2026
2026-01-21,value,0.11528100386569615,ICC calculation,2544,value,202601,2026
2026-01-22,value,0.11543037469108691,ICC calculation,2542,value,202601,2026
2026-01-23,value,0.11744310558428908,ICC calculation,2543,value,202601,2026
2026-01-26,value,0.11665641580682866,ICC calculation,2543,value,202601,2026
2026-01-27,value,0.11668353315802024,ICC calculation,2542,value,202601,2026
2026-01-28,value,0.1167643442416901,ICC calculation,2543,value,202601,2026
2026-01-29,value,0.11553096147051387,ICC calculation,2545,value,202601,2026
2026-01-30,value,0.11549036213263505,ICC calculation,2545,value,202601,2026
