ticker,price,dividend,mktcap,shares,bvps,sector,name,FE1,g2,icc_method,ICC,bm,date
A,155.41,0.0,43892748288.0,282431944.0,25.236,Healthcare,"Agilent Technologies, Inc.",6.05947,0.09059373179502495,forecast_icc,0.05025059754845784,0.16238337349070942,2026-08-19
AA,51.54,0.4,13601892352.0,263909445.0,27.926,Basic Materials,Alcoa Corporation,6.56856,0.01,forecast_icc,0.07780351540723152,0.5418316047756646,2026-08-19
AACB,10.59,0.0,293078240.0,22175000.0,-0.62,Financial Services,Artius II Acquisition Inc.,0.17,0.01,trailing_eps_fallback_icc,0.016946051441481973,,2026-08-19
AADX,17.27,0.0,2977236224.0,172393518.0,4.802,Industrials,"Applied Aerospace & Defense, In",0.4,0.04,forecast_icc,0.027690582494178287,0.27805441394360786,2026-08-19
AAL,13.86,0.0,9174902784.0,661969951.0,-6.001,Industrials,"American Airlines Group, Inc.",0.10387,0.75,forecast_icc,0.08207596997701588,,2026-08-19
AAME,1.38,0.02,28148174.0,20397228.0,5.365,Financial Services,Atlantic American Corporation,0.23,0.04,trailing_eps_fallback_icc,0.11103982060227102,3.887681247813801,2026-08-19
AAMI,91.04,0.0,3231021312.0,35490128.0,2.592,Financial Services,Acadian Asset Management Inc.,5.375,0.21178232558139531,forecast_icc,0.09707155712637416,0.028471001238632502,2026-08-19
AAOI,122.19,0.0,10333515776.0,84569237.0,19.767,Technology,"Applied Optoelectronics, Inc.",0.68,0.75,forecast_icc,0.06846981984292977,0.1617726380852433,2026-08-19
AAON,80.99,0.0,6677920256.0,82453639.0,12.255,Industrials,"AAON, Inc.",2.368,0.4898648648648649,forecast_icc,0.11542016011920683,0.15131497640108987,2026-08-19
AAP,56.18,1.0,,,36.883,Consumer Cyclical,Advance Auto Parts Inc.,2.93478,0.3637240270139499,forecast_icc,0.14012125235238948,,2026-08-19
AAPL,316.83,1.08,4623874129920.0,14594180000.0,7.36,Technology,Apple Inc.,8.80532,0.08255463742373936,forecast_icc,0.0388367460956941,0.023230123005501972,2026-08-19
AAT,22.8,0.0,1768955136.0,61404213.0,18.276,Real Estate,"American Assets Trust, Inc.",0.39,0.01,forecast_icc,0.017824603063473714,0.6343990155259653,2026-08-19
ABBV,265.97,6.92,470000205824.0,1767117285.0,-3.359,Healthcare,AbbVie Inc.,14.0106,0.162121536550897,forecast_icc,0.0919900078316365,,2026-08-19
ABCB,86.75,0.8,5821553152.0,67107239.0,61.163,Financial Services,Ameris Bancorp,6.63571,0.05920391337174169,forecast_icc,0.07319019847646732,0.7050489709171344,2026-08-19
ABEV,2.81,0.16,43330195456.0,15419998554.0,1.0984459,Consumer Defensive,Ambev S.A.,0.20052,0.0692200279273889,forecast_icc,0.09340470463367379,0.3909060185719008,2026-08-19
ABG,212.94,0.0,3822681088.0,17951917.0,218.546,Consumer Cyclical,Asbury Automotive Group Inc,26.38254,0.14731447389068686,forecast_icc,0.12547429929605725,1.0263266964638824,2026-08-19
ABM,47.22,1.16,2766191360.0,58580923.0,29.846,Industrials,ABM Industries Incorporated,3.97749,0.09490910096568439,forecast_icc,0.09582950061290729,0.6320626451013136,2026-08-19
ABNB,186.39,0.0,111607660544.0,419529556.0,13.219,Consumer Cyclical,"Airbnb, Inc.",5.28991,0.16843008671225035,forecast_icc,0.05354083909468155,0.04968978987403512,2026-08-19
ABR,5.17,0.94,1048105088.0,186558043.0,11.346,Real Estate,Arbor Realty Trust,0.2725,0.75,forecast_icc,0.29806455970250634,2.019537525494772,2026-08-19
ABT,114.43,0.0,198007767040.0,1730383296.0,29.537,Healthcare,Abbott Laboratories,5.51806,0.09887714160411454,forecast_icc,0.060304366918297325,0.25812286143112295,2026-08-19
ABTC,7.9,0.0,962375744.0,24004726.0,9.229,Financial Services,American Bitcoin Corp.,0.02,0.04,forecast_icc,0.010000000000000002,0.23020074813315325,2026-08-19
ABUS,4.98,0.0,985282240.0,197847835.0,1.309,Healthcare,Arbutus Biopharma Corporation,1.027,0.01,forecast_icc,0.10313731517839597,0.2628513998334122,2026-08-19
ABX,9.15,0.0,894799040.0,97792249.0,4.477,Financial Services,"Abacus Global Management, Inc.",1.02,0.11176470588235277,forecast_icc,0.10703144948330989,0.4892896384566975,2026-08-19
ACA,145.25,0.2,7132763648.0,49106809.0,60.76,Industrials,"Arcosa, Inc.",4.29167,0.19289227736522152,forecast_icc,0.06014006509783798,0.41831327408088537,2026-08-19
