date,family,label,value,method,n_firms,yyyymm,year
2025-12-09,Basic Materials,Basic Materials,0.09738957745555889,ICC calculation,159.0,202512,2025
2025-12-09,Communication Services,Communication Services,0.05891529438195053,ICC calculation,160.0,202512,2025
2025-12-09,Consumer Cyclical,Consumer Cyclical,0.08006991125245502,ICC calculation,390.0,202512,2025
2025-12-09,Consumer Defensive,Consumer Defensive,0.06612956224095676,ICC calculation,158.0,202512,2025
2025-12-09,Energy,Energy,0.09575179531066161,ICC calculation,187.0,202512,2025
2025-12-09,Financial Services,Financial Services,0.08798743062524353,ICC calculation,630.0,202512,2025
2025-12-09,Healthcare,Healthcare,0.08030527150597686,ICC calculation,315.0,202512,2025
2025-12-09,Industrials,Industrials,0.06864265175700231,ICC calculation,434.0,202512,2025
2025-12-09,Real Estate,Real Estate,0.06527507139776884,ICC calculation,179.0,202512,2025
2025-12-09,Technology,Technology,0.07263372770798127,ICC calculation,485.0,202512,2025
2025-12-09,Utilities,Utilities,0.08474668037440862,ICC calculation,93.0,202512,2025
