date,family,label,value,method,n_firms,yyyymm,year
2025-12-02,Basic Materials,Basic Materials,0.09574644065582119,ICC calculation,159.0,202512,2025
2025-12-02,Communication Services,Communication Services,0.05886626921879321,ICC calculation,159.0,202512,2025
2025-12-02,Consumer Cyclical,Consumer Cyclical,0.07984079144179797,ICC calculation,389.0,202512,2025
2025-12-02,Consumer Defensive,Consumer Defensive,0.06598309933800225,ICC calculation,158.0,202512,2025
2025-12-02,Energy,Energy,0.09713594184748524,ICC calculation,185.0,202512,2025
2025-12-02,Financial Services,Financial Services,0.08757121759727313,ICC calculation,630.0,202512,2025
2025-12-02,Healthcare,Healthcare,0.07921862780728613,ICC calculation,313.0,202512,2025
2025-12-02,Industrials,Industrials,0.0686477101711392,ICC calculation,434.0,202512,2025
2025-12-02,Real Estate,Real Estate,0.06477310898151313,ICC calculation,179.0,202512,2025
2025-12-02,Technology,Technology,0.07309177426385595,ICC calculation,484.0,202512,2025
2025-12-02,Utilities,Utilities,0.0830335027704843,ICC calculation,93.0,202512,2025
