date,family,label,value,method,n_firms,yyyymm,year
2025-12-29,Basic Materials,Basic Materials,0.09947142417515549,ICC calculation,154.0,202512,2025
2025-12-29,Communication Services,Communication Services,0.059335209167569083,ICC calculation,166.0,202512,2025
2025-12-29,Consumer Cyclical,Consumer Cyclical,0.07774812986647058,ICC calculation,384.0,202512,2025
2025-12-29,Consumer Defensive,Consumer Defensive,0.07288723791465777,ICC calculation,156.0,202512,2025
2025-12-29,Energy,Energy,0.10451652084451749,ICC calculation,183.0,202512,2025
2025-12-29,Financial Services,Financial Services,0.08627868924396533,ICC calculation,633.0,202512,2025
2025-12-29,Healthcare,Healthcare,0.07835517472516568,ICC calculation,333.0,202512,2025
2025-12-29,Industrials,Industrials,0.06721746547501546,ICC calculation,429.0,202512,2025
2025-12-29,Real Estate,Real Estate,0.06646565280173213,ICC calculation,174.0,202512,2025
2025-12-29,Technology,Technology,0.07597388949165045,ICC calculation,492.0,202512,2025
2025-12-29,Utilities,Utilities,0.0825946541121665,ICC calculation,90.0,202512,2025
