date,family,label,value,method,n_firms,yyyymm,year
2025-12-26,Basic Materials,Basic Materials,0.09850163624527569,ICC calculation,154.0,202512,2025
2025-12-26,Communication Services,Communication Services,0.059290180097234656,ICC calculation,166.0,202512,2025
2025-12-26,Consumer Cyclical,Consumer Cyclical,0.07733175297594334,ICC calculation,384.0,202512,2025
2025-12-26,Consumer Defensive,Consumer Defensive,0.0725930710831115,ICC calculation,156.0,202512,2025
2025-12-26,Energy,Energy,0.1051357201178227,ICC calculation,182.0,202512,2025
2025-12-26,Financial Services,Financial Services,0.08597839698864597,ICC calculation,633.0,202512,2025
2025-12-26,Healthcare,Healthcare,0.07826220359832939,ICC calculation,333.0,202512,2025
2025-12-26,Industrials,Industrials,0.0670765414662284,ICC calculation,429.0,202512,2025
2025-12-26,Real Estate,Real Estate,0.0664338632189128,ICC calculation,174.0,202512,2025
2025-12-26,Technology,Technology,0.07579920058523068,ICC calculation,492.0,202512,2025
2025-12-26,Utilities,Utilities,0.08318328917683579,ICC calculation,91.0,202512,2025
