date,family,label,value,method,n_firms,yyyymm,year
2025-12-08,Basic Materials,Basic Materials,0.09722652423445098,ICC calculation,159.0,202512,2025
2025-12-08,Communication Services,Communication Services,0.0592135652758681,ICC calculation,160.0,202512,2025
2025-12-08,Consumer Cyclical,Consumer Cyclical,0.08013295756353282,ICC calculation,389.0,202512,2025
2025-12-08,Consumer Defensive,Consumer Defensive,0.06671070507839588,ICC calculation,158.0,202512,2025
2025-12-08,Energy,Energy,0.09619633495153866,ICC calculation,187.0,202512,2025
2025-12-08,Financial Services,Financial Services,0.08779162864989934,ICC calculation,631.0,202512,2025
2025-12-08,Healthcare,Healthcare,0.0797457097554928,ICC calculation,313.0,202512,2025
2025-12-08,Industrials,Industrials,0.06816689939361899,ICC calculation,434.0,202512,2025
2025-12-08,Real Estate,Real Estate,0.0651212603325519,ICC calculation,179.0,202512,2025
2025-12-08,Technology,Technology,0.07256582664711365,ICC calculation,485.0,202512,2025
2025-12-08,Utilities,Utilities,0.08480418506455073,ICC calculation,93.0,202512,2025
