date,family,label,value,method,n_firms,yyyymm,year
2025-12-19,Basic Materials,Basic Materials,0.09973856731175097,ICC calculation,154.0,202512,2025
2025-12-19,Communication Services,Communication Services,0.060210562260132085,ICC calculation,165.0,202512,2025
2025-12-19,Consumer Cyclical,Consumer Cyclical,0.07766678093320513,ICC calculation,386.0,202512,2025
2025-12-19,Consumer Defensive,Consumer Defensive,0.07271512764485419,ICC calculation,156.0,202512,2025
2025-12-19,Energy,Energy,0.10623874459011586,ICC calculation,182.0,202512,2025
2025-12-19,Financial Services,Financial Services,0.08675780693113065,ICC calculation,634.0,202512,2025
2025-12-19,Healthcare,Healthcare,0.07870333247664733,ICC calculation,334.0,202512,2025
2025-12-19,Industrials,Industrials,0.0676304162341701,ICC calculation,430.0,202512,2025
2025-12-19,Real Estate,Real Estate,0.06684475884880872,ICC calculation,175.0,202512,2025
2025-12-19,Technology,Technology,0.07531816937593583,ICC calculation,492.0,202512,2025
2025-12-19,Utilities,Utilities,0.08516910380496005,ICC calculation,91.0,202512,2025
