date,sector,vw_icc,ew_icc,n_firms,total_mktcap
2025-12-03,Technology,0.07321942833914676,0.0839116272404994,485.0,26182514438706.0
2025-12-03,Financial Services,0.08706133403781696,0.11737899921738583,630.0,14104930854925.0
2025-12-03,Communication Services,0.05864293740239476,0.12356730985031195,159.0,12258083933541.0
2025-12-03,Consumer Cyclical,0.07927315362070417,0.10855724718130713,389.0,9316035252785.0
2025-12-03,Healthcare,0.07872102881160807,0.08651357037877296,314.0,7885832904199.0
2025-12-03,Industrials,0.06821397981333072,0.09239387663028062,434.0,6562022151374.0
2025-12-03,Consumer Defensive,0.06575044548144665,0.10963174219942838,158.0,4245155438123.0
2025-12-03,Energy,0.09525616422192483,0.1201021136472367,185.0,3601749340572.0
2025-12-03,Basic Materials,0.09521717874998488,0.11503085639254015,159.0,2382921285222.0
2025-12-03,Utilities,0.08286275700179066,0.0908239081646505,93.0,1765748487292.0
2025-12-03,Real Estate,0.0646649689969321,0.09218715373481531,179.0,1620883361636.0
