date,sector,vw_icc,ew_icc,n_firms,total_mktcap
2025-12-05,Technology,0.07276202489687858,0.08315445206793648,485.0,26367255100600.0
2025-12-05,Financial Services,0.08748712715637601,0.11764092430278854,631.0,14137429298688.0
2025-12-05,Communication Services,0.05850829724120468,0.1238912462018112,160.0,12394542919860.0
2025-12-05,Consumer Cyclical,0.07931110651902497,0.10760778728973504,389.0,9310807832379.0
2025-12-05,Healthcare,0.07918992046939134,0.08758920358379726,314.0,7807837713388.0
2025-12-05,Industrials,0.06809192320296852,0.09236016179094532,434.0,6578149882050.0
2025-12-05,Consumer Defensive,0.06618729609847751,0.11084973181417833,158.0,4209186068598.0
2025-12-05,Energy,0.0947038119460581,0.11968440748286761,187.0,3587092550494.0
2025-12-05,Basic Materials,0.09849382403130286,0.11656150621183868,159.0,2372456452790.0
2025-12-05,Utilities,0.08351434927575288,0.09115888549578718,93.0,1743040607608.0
2025-12-05,Real Estate,0.06490918435227781,0.09302506377980535,179.0,1616187280896.0
