date,sector,vw_icc,ew_icc,n_firms,total_mktcap
2025-12-10,Technology,0.0723565337172222,0.0796856988739144,494.0,26792380225523.0
2025-12-10,Financial Services,0.08768018248035163,0.11571922980974465,632.0,14230727792682.0
2025-12-10,Communication Services,0.05879713237006635,0.1192895583239759,167.0,12286980795231.0
2025-12-10,Consumer Cyclical,0.07902244550075035,0.10550595292115171,387.0,9363387453593.0
2025-12-10,Healthcare,0.07897749792815328,0.0833098259202137,335.0,7824617312136.0
2025-12-10,Industrials,0.06793913451640149,0.08928561169419959,433.0,6644432305981.0
2025-12-10,Energy,0.10613070685441238,0.1192552740893937,183.0,3587499176016.0
2025-12-10,Consumer Defensive,0.07334616366124887,0.11010176739658907,157.0,3278839102672.0
2025-12-10,Basic Materials,0.09619888640644672,0.11197667350030102,154.0,2385869290128.0
2025-12-10,Utilities,0.08510936226419308,0.09347409327841177,92.0,1713431889760.0
2025-12-10,Real Estate,0.06579329661371497,0.08914750271777955,176.0,1596221997982.0
