date,sector,vw_icc,ew_icc,n_firms,total_mktcap
2025-12-15,Technology,0.07515798654969433,0.0817569895038917,494.0,25571478844776.0
2025-12-15,Financial Services,0.08657905550959019,0.1148746897225445,634.0,14456162997254.0
2025-12-15,Communication Services,0.05976121247205412,0.12151932513213154,165.0,11974940535480.0
2025-12-15,Consumer Cyclical,0.07800181117054046,0.1044775174502365,387.0,9404892328172.0
2025-12-15,Healthcare,0.07818017727700287,0.08353604736068401,334.0,7979246020633.0
2025-12-15,Industrials,0.0674930625287327,0.08884927182227992,430.0,6668680244963.0
2025-12-15,Energy,0.10579978479667501,0.12179066449462389,183.0,3523933312924.0
2025-12-15,Consumer Defensive,0.07219905931673158,0.10923547761870199,157.0,3313291775999.0
2025-12-15,Basic Materials,0.09864815956735969,0.11180134860303548,155.0,2427089942696.0
2025-12-15,Utilities,0.08394337953165484,0.09293799618255827,92.0,1732786733272.0
2025-12-15,Real Estate,0.06566157901028066,0.08902645786990072,176.0,1605002298218.0
