date,sector,vw_icc,ew_icc,n_firms,total_mktcap
2025-12-25,Technology,0.07586922547598285,0.08164806885243642,492.0,26289809243446.0
2025-12-25,Financial Services,0.08586759001654333,0.1157163238411468,633.0,14672171119303.0
2025-12-25,Communication Services,0.05918645318030124,0.11837480498753743,166.0,12226487945898.0
2025-12-25,Consumer Cyclical,0.07704827486216281,0.10443944884984276,384.0,9511343655957.0
2025-12-25,Healthcare,0.07830008761272068,0.08343460824656874,333.0,8033440807046.0
2025-12-25,Industrials,0.06698749955726553,0.08927605473738615,429.0,6733207807757.0
2025-12-25,Energy,0.10480709571232828,0.12185336265755872,182.0,3498111442702.0
2025-12-25,Consumer Defensive,0.07259472987900785,0.10746762880573253,156.0,3292496910378.0
2025-12-25,Basic Materials,0.09887610070521412,0.11203755439948847,154.0,2509075257618.0
2025-12-25,Utilities,0.08302110449157364,0.09259617277620122,91.0,1722945839232.0
2025-12-25,Real Estate,0.06633033334980426,0.09022382161286269,175.0,1600632603782.0
