date,sector,vw_icc,ew_icc,n_firms,total_mktcap
2025-12-24,Technology,0.07586721465975899,0.08159020813864559,493.0,26292297220807.0
2025-12-24,Financial Services,0.085849039614629,0.11567092419388537,633.0,14672282482183.0
2025-12-24,Communication Services,0.05918639227536315,0.11836218103901769,166.0,12226490870442.0
2025-12-24,Consumer Cyclical,0.07705518114873407,0.10435454216642742,385.0,9512202825402.0
2025-12-24,Healthcare,0.0781935957848031,0.08325231404027882,334.0,8033445974643.0
2025-12-24,Industrials,0.06721713906521824,0.08923120320632978,430.0,6734082661133.0
2025-12-24,Energy,0.10483535436332077,0.1220300575399025,182.0,3498119833246.0
2025-12-24,Consumer Defensive,0.07259551958553079,0.10753463197369256,156.0,3292502411114.0
2025-12-24,Basic Materials,0.098567553050876,0.11196581873002978,154.0,2509076749842.0
2025-12-24,Utilities,0.08329632198027227,0.09278940192107842,91.0,1722945839232.0
2025-12-24,Real Estate,0.06632834220853533,0.09022382161286269,175.0,1600577864198.0
