date,family,label,value,method,n_firms,yyyymm,year
2025-12-25,Basic Materials,Basic Materials,0.09887610070521412,ICC calculation,154.0,202512,2025
2025-12-25,Communication Services,Communication Services,0.05918645318030124,ICC calculation,166.0,202512,2025
2025-12-25,Consumer Cyclical,Consumer Cyclical,0.07704827486216281,ICC calculation,384.0,202512,2025
2025-12-25,Consumer Defensive,Consumer Defensive,0.07259472987900785,ICC calculation,156.0,202512,2025
2025-12-25,Energy,Energy,0.10480709571232828,ICC calculation,182.0,202512,2025
2025-12-25,Financial Services,Financial Services,0.08586759001654333,ICC calculation,633.0,202512,2025
2025-12-25,Healthcare,Healthcare,0.07830008761272068,ICC calculation,333.0,202512,2025
2025-12-25,Industrials,Industrials,0.06698749955726553,ICC calculation,429.0,202512,2025
2025-12-25,Real Estate,Real Estate,0.06633033334980426,ICC calculation,175.0,202512,2025
2025-12-25,Technology,Technology,0.07586922547598285,ICC calculation,492.0,202512,2025
2025-12-25,Utilities,Utilities,0.08302110449157364,ICC calculation,91.0,202512,2025
