date,sector,vw_icc,ew_icc,n_firms,total_mktcap
2025-12-01,Technology,0.0735153871723995,0.08489358761927132,484.0,25932241512793.0
2025-12-01,Financial Services,0.08734480454691404,0.11883057686192074,629.0,13954443935530.0
2025-12-01,Communication Services,0.05904565129856445,0.12361466653089917,159.0,12154428976525.0
2025-12-01,Consumer Cyclical,0.07989984134967254,0.10956981026318102,390.0,9260890771634.0
2025-12-01,Healthcare,0.07906504755645424,0.08821675332878783,312.0,7878610113366.0
2025-12-01,Industrials,0.06885261381044484,0.09374723289974685,434.0,6466438135394.0
2025-12-01,Consumer Defensive,0.06575283690019296,0.10906550271361318,158.0,4244436557491.0
2025-12-01,Energy,0.096563510641617,0.12125787528396935,185.0,3571818771519.0
2025-12-01,Basic Materials,0.09542578994375575,0.11574914598207647,159.0,2376817814398.0
2025-12-01,Utilities,0.08196692066897021,0.08897196947362461,92.0,1773977009812.0
2025-12-01,Real Estate,0.06460815763295935,0.09237440651126824,180.0,1622918152746.0
