date,family,label,value,method,n_firms,yyyymm,year
2025-12-17,Basic Materials,Basic Materials,0.10002895658301966,ICC calculation,155.0,202512,2025
2025-12-17,Communication Services,Communication Services,0.06102000255500105,ICC calculation,166.0,202512,2025
2025-12-17,Consumer Cyclical,Consumer Cyclical,0.0781838712815881,ICC calculation,386.0,202512,2025
2025-12-17,Consumer Defensive,Consumer Defensive,0.07208947607245196,ICC calculation,156.0,202512,2025
2025-12-17,Energy,Energy,0.1063700149351746,ICC calculation,182.0,202512,2025
2025-12-17,Financial Services,Financial Services,0.08704728868484195,ICC calculation,633.0,202512,2025
2025-12-17,Healthcare,Healthcare,0.078993893244445,ICC calculation,335.0,202512,2025
2025-12-17,Industrials,Industrials,0.06846686883000337,ICC calculation,430.0,202512,2025
2025-12-17,Real Estate,Real Estate,0.0665071168590316,ICC calculation,176.0,202512,2025
2025-12-17,Technology,Technology,0.0761987307709712,ICC calculation,492.0,202512,2025
2025-12-17,Utilities,Utilities,0.08447718535631786,ICC calculation,91.0,202512,2025
