date,sector,vw_icc,ew_icc,n_firms,total_mktcap
2025-12-22,Technology,0.07560917382124967,0.08107846792511308,493.0,26041208364228.0
2025-12-22,Financial Services,0.08614832270230834,0.11545216410094956,633.0,14584350536241.0
2025-12-22,Communication Services,0.06065486052459265,0.11963600765536113,166.0,12087538267067.0
2025-12-22,Consumer Cyclical,0.07733604020609529,0.10492586294390172,386.0,9497688607221.0
2025-12-22,Healthcare,0.07832214010556118,0.0826645921941903,334.0,7989039750744.0
2025-12-22,Industrials,0.06710049520642981,0.0889405629201332,430.0,6715038280029.0
2025-12-22,Energy,0.10526919209080982,0.12213978125093196,182.0,3480765645157.0
2025-12-22,Consumer Defensive,0.07290426987539853,0.10727717780640078,156.0,3274387918135.0
2025-12-22,Basic Materials,0.09874021287616319,0.11229997857081069,154.0,2499803859151.0
2025-12-22,Utilities,0.08389371403571311,0.09370209492664837,91.0,1706793269392.0
2025-12-22,Real Estate,0.06651826435591085,0.09023179517629512,175.0,1591846351836.0
