family,ticker,label,date,value,method,source,n_items,coverage_weight,status
China,MCHI,iShares MSCI China ETF,2026-04-28,0.0785391714117416,P/E estimate,Yahoo Finance,,,available
Germany,EWG,iShares MSCI Germany ETF,2026-04-28,0.056557125694479085,P/E estimate,Yahoo Finance,,,available
India,INDA,iShares MSCI India ETF,2026-04-28,0.04381755160228736,P/E estimate,Yahoo Finance,,,available
Japan,EWJ,iShares MSCI Japan ETF,2026-04-28,0.05566626028441116,P/E estimate,Yahoo Finance,,,available
