date,group,daily_icc,ew_icc,n_firms,method,source_file
2026-06-05,Basic Materials,0.08608397815906406,0.11688679966759703,198,ICC calculation,data/202606/icc_live_usall_2026_0605_r1.csv
2026-06-05,Communication Services,0.0502467120638279,0.1339245493583784,182,ICC calculation,data/202606/icc_live_usall_2026_0605_r1.csv
2026-06-05,Consumer Cyclical,0.0841653068276989,0.12465267844447915,411,ICC calculation,data/202606/icc_live_usall_2026_0605_r1.csv
2026-06-05,Consumer Defensive,0.06647920467487639,0.11287443624399215,185,ICC calculation,data/202606/icc_live_usall_2026_0605_r1.csv
2026-06-05,Energy,0.08555444246830105,0.11374848693572176,222,ICC calculation,data/202606/icc_live_usall_2026_0605_r1.csv
2026-06-05,Financial Services,0.09019052945534513,0.12258495583566856,1039,ICC calculation,data/202606/icc_live_usall_2026_0605_r1.csv
2026-06-05,Healthcare,0.08924881644192947,0.10812156440967788,395,ICC calculation,data/202606/icc_live_usall_2026_0605_r1.csv
2026-06-05,Industrials,0.07000057952702647,0.09737108247154456,502,ICC calculation,data/202606/icc_live_usall_2026_0605_r1.csv
2026-06-05,Real Estate,0.054877927474884694,0.08786487752263343,192,ICC calculation,data/202606/icc_live_usall_2026_0605_r1.csv
2026-06-05,Technology,0.08901021529928844,0.10395542760695706,563,ICC calculation,data/202606/icc_live_usall_2026_0605_r1.csv
2026-06-05,Unknown,0.11647804678900767,0.10704744116231613,3,ICC calculation,data/202606/icc_live_usall_2026_0605_r1.csv
2026-06-05,Utilities,0.08055262803785462,0.0989818348949116,92,ICC calculation,data/202606/icc_live_usall_2026_0605_r1.csv
