family,label,date,value,method,source,n_items,coverage_weight,status
dow30,Dow 30,2026-04-22,0.07268131517096263,ICC calculation,Constituent ICC aggregation,30,,available
ndx100,Nasdaq-100,2026-04-22,0.07597688302576275,ICC calculation,Constituent ICC aggregation,100,,available
rut1000,Russell 1000,2026-04-22,0.07626488135303995,ICC calculation,Constituent ICC aggregation,970,,available
sp100,S&P 100,2026-04-22,0.07563240551538908,ICC calculation,Constituent ICC aggregation,101,,available
sp400,S&P 400,2026-04-22,0.08346865176708536,ICC calculation,Constituent ICC aggregation,392,,available
sp500,S&P 500,2026-04-22,0.07404928391930547,ICC calculation,Constituent ICC aggregation,499,,available
sp600,S&P 600,2026-04-22,0.09307502228754655,ICC calculation,Constituent ICC aggregation,568,,available
