date,country,icc,n_candidates,n_selected,n_icc_available,coverage_mktcap,method,status,source_file
2026-06-03,Argentina,0.1675641098857904,,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,Australia,0.0646863298402735,,10,4,0.9910693388481604,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,Belgium,0.140792386976494,,5,2,0.7455226811333777,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,Bermuda,0.0939664825706619,,8,5,0.7460288079076607,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,Brazil,0.1353173769864691,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,Canada,0.0924753114927144,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,Cayman Islands,0.1384936396078586,,10,8,0.9923540610312264,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,Chile,0.1230200016115777,,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,China,0.2393532875923022,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,Colombia,0.0977710632297679,,2,2,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,Cyprus,0.2212183779253914,,2,2,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,Denmark,0.1991363910010865,,2,2,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,France,0.0979742241593907,,10,8,0.9918801610411498,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,Germany,0.0983901292531078,,10,8,0.9728780136810142,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,Greece,0.1406267374197413,,3,3,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,Hong Kong,0.3068816386557459,,10,7,0.946081308981122,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,India,0.0975175210600144,,7,7,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,Ireland,0.1229490510349454,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,Israel,0.081823662000576,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,Italy,0.0895826885742245,,7,5,0.998744032706682,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,Japan,0.0875496647507534,,10,10,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,Jersey,0.2327934773728914,,3,2,0.9070824094833144,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,Luxembourg,0.1566060530479941,,6,6,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,Malaysia,0.0241240194566331,,9,4,0.8196890798470481,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,Mexico,0.0901112045587209,,9,8,0.9999886161294188,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,Netherlands,0.0687795608418017,,10,8,0.99454706489342,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,Peru,0.1094087621357279,2.0,2,2,1.0,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202606/country_adr_icc_2026_0603.csv
2026-06-03,Singapore,0.1466177754606872,,10,6,0.9651158980962408,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,South Africa,0.1272725471575274,,5,5,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,South Korea,0.2199328947259419,,9,9,1.0,ADR Top-10 ICC calculation,adr_top10_icc_calculation,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,Spain,0.1181430526032955,,5,3,0.999655458114822,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
2026-06-03,Sweden,0.0632401941255091,,6,2,0.8274738073759191,Partial ADR estimate,partial_adr_estimate,data/derived/country_adr/202606/country_adr_icc_2026_06_03.csv
